post_number,user,topic,raw,created_at,reply_to_post_number
6,colbert,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Prävention ist in jedem Falle besser als Leichen aufsammeln zu müssen!,2017-08-30 13:21:44.092459,NULL
7,stauss,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Halte ich für sinnlos.,2017-08-30 13:34:18.014243,NULL
8,josefjungbauer,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Es ist schon mal ein guter Anfang,2017-08-30 15:12:35.27182,NULL
9,josefjungbauer,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Es muss meiner Meinung nach, vorallem dieser 9 Punkte-Plan schnellst möglich ümgesetzt werden",2017-08-30 15:23:15.244095,NULL
10,holzwurmpaul,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Also ich kann mir nicht vorstellen das da was Vernünftiges dabei raum kommt. Bis jetzt war es doch immer so,das vor den Wahlen so viele Sachen versprochen wurden und was war nach den Wahlen?? Alles vergessen oder nicht so gemeint und so weiter. Und wenn mal einer eine gute Idee hatte so wurde er meistens von der Merkel abgeschossen. Denn sie will keine anderen Götter neben sich haben;_))",2017-08-30 18:44:20.28878,2
11,holzwurmpaul,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Wenn von dem 9 Punkte Plan vielleicht einer über bleibt dann wäre das schon ein Erfolg.,2017-08-30 18:45:50.144402,9
12,Maksimo,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),der neun Punkte Plan sollte unbedingt eingehalten werden,2017-08-30 20:53:05.462393,NULL
13,MontanaDO,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Wenn er wirklich umgesetzt wird schon gut, wenn nur geredet wird, kann natürlich nichts passieren.",2017-08-30 21:04:18.314546,NULL
14,Vlad,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Einverstanden,2017-08-31 06:11:52.965065,6
15,Mayakoenigin,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Ich finde den 9-Punkte-Plan sinnvoll, um die Bevölkerung mehr zu schützen.",2017-08-31 08:07:38.763117,NULL
16,didiamor,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Es ist ja alles gut und Recht aber ich habe Bedenken das die Umsetzung alles zu lange dauert und das es noch Kompetenzstreitikeiten gibt.,2017-08-31 08:48:21.071966,NULL
17,KAm,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"der Plan ist ja nett, nur eigentlich nicht umsetzbar. - mehr Polzisten: wo sollen die denn auf einmal herkommen? Können wir ja so machen wie bei der Bundeswehr (wenn da nicht das Problem wäre, dass sich sehr viele Rechtsorientierte, Waffenfanatiker, ... freiwillig gemeldet haben) aber ich würde die Aufstockung durchaus begrüßen. Dann müssten die bereits angestellten Polizisten nicht mehr ganz so viele Überstunden machen - bessere Zusammenarbeit zwischen den Geheimdiensten: wie wäre es mit einer zentralen Stelle in Brüssel, der dann alles, was mit Terror zu tun hat, gemeldet wird. Meinetwegen auch in Washington, damit Trump nicht gleich beleidigt ist. - bessere Vernetzung: nette Idee, ich glaube nur, dass Polen und Ungarn nicht mitspielen - Bundeswehr: s.o. - Online-Waffenkauf unterbinden: es heißt Darknet (und das nicht ohne Grund); aber wenn man schon mehr Leute beim BND einstellt, um sich darum zu kümmern, dann bitte so viele, dass Pädophile und Drogendealer gleich mitbekämpft werden Forschung: ernsthaft? islamischer Terror erforschen? Ich glaube nicht, dass uns Forschung hilft. Weder verstehen wir bis jetzt vollkommen, warum sich Leute zum IS hingezogen fühlen (allerdings kann ich das bei Rechtsradikalen auch nicht und da weiß man zumindest, dass es etwas mit Gruppendynamik zu tun hat) - Frühwarnsystem beim Asylverfahren: vielleicht sollte man sich erst mal darum kümmern, dass es nicht möglich ist, sich in drei Ländern unter drei Namen registrieren zu lassen (damit wären wir also wieder bei der besseren Vernetzung) - mehr Abschiebungen: wie wäre es, wenn man die finanziellen Mittel aus den Punkten, die nicht funktionieren können, in die Hilfe in den Ländern steckt, so dass dann weniger Flüchtlinge kommen. Das ist wahrscheinlich günstiger als die Kosten für Flug, etc. Und nur wenn wir die Gründe für die Flucht beseitigen, kann es irgendwann eine vernünftige Lösung geben - Internet besser ausspionieren: s. Darknet So, nachdem ich mir zu jedem Punkt Gedanken gemacht habe, komme ich zum Schluss: DER PLAN HÖRT SICH TOLL AN - MEHR ABER AUCH NICHT",2017-08-31 09:05:17.240926,1
18,lammar,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Mehr Abschiebungen sind halt auch Blödsinn. Abschiebungen sind inhuman, es sollten dringend Einwanderungsmöglichkeiten geschaffen werden für Menschen, die nicht asylberechtigt sind.",2017-08-31 09:52:56.752324,NULL
19,57271,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Ich finde den 9-Punkte-Plan eigentlich gut. Wie die Umsetzung letzten Endes erfolgt, bleibt abzu- warten. Mal schauen, wie engagiert die Parteien nach der Bundestagswahl dieses Thema weiter verfolgen. Wenn man sich in Europa umschaut, kann einem Angst und Bange werden, was den Terror angeht. Fakt ist, unsere Regierung muss agieren und nicht reagieren und tätig werden, bevor Anschläge passieren können. Gegen Personen, die als 'Gefährder' eingestuft werden oder bereits durch auffälliges Verhalten ins Visier der Behörden genommen wurden, sollte schneller gehandelt werden, damit diese (den Behörden bekannten) Personen keine Anschläge mehr verüben können. (siehe Fall Amri). Meiner Meinung nach muss die Zusammenarbeit und der Informationsaustausch zwischen den einzelnen Behörden/Bundesländern besser koordiniert werden.",2017-08-31 11:19:26.43905,NULL
20,biggi,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Es wird meines Erachtens Zeit das etwas geändert wird,nur sollte es auf jeden Fall auch Länderübergreifend sein und keine Schnellschüsse,egal in welcher Hinsicht",2017-08-31 12:12:46.379677,NULL
21,Terror,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Halte ich für einen guten Anfang...die Frage ist nur ob sich dieser auch so umsetzten lässt!,2017-08-31 13:18:02.063998,NULL
22,flukas,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Wie schon beschrieben-ich Anfang.,2017-08-31 14:04:35.46886,NULL
23,anonym7,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Der Plan klingt erst mal gut. Es bleibt aber abzuwarten ob und vor allen Dingen wann die einzelnen Punkte realisierbar und anwendbar sind. Die Polizei freut sich bestimmt über mehr Personal, endlich gibt es dann mal weniger Überstunden. Auch der Online Waffenkauf sollte schnellstmöglich verboten und abgeschafft werden ( hab sowieso noch nie verstanden warum man die so einfach online kaufen kann ). ansonsten bleibt uns jetzt erst einmal: Abwarten und Tee trinken.",2017-08-31 14:52:48.252924,NULL
24,lichtblick,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Ich finde, das es ein guter Anfang ist, der aber nur aus den Erfahrungen der Vergangenheit sich schöpft. Was ist mit noch nicht bekannten Bedrohungen die man sich heute noch nicht vorstellen kann bzw. erlebt hat? Wir stellen uns immer nur auf Vergangenes ein wie Flugzeugentführungen ( 11-9) Auto in Menschansammlungen. Wenn Terroristen Drohnen verwenden werden alle Menschenansammlungen aus der Luft geschützt? Natürlich gibt es keine 100 prozentige Sicherheit aber wie bei allen Dingen liegt das Übel an der Wurzel. Diese darf gar nicht erst einen Nährboden bekommen!",2017-08-31 16:28:56.747448,NULL
25,yvi92,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Es klingt erstmal gut. Wie es künftig dann sein wird und ob es wirklich so klappt wie gedacht, wird sich wohl erst in der Zukunft zeigen",2017-08-31 17:16:32.275211,NULL
26,LadyTiga,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Also ich finde auch, an für sich klingt er ja gut. Bzw. etwas überlegt. Aber wie wollen viele Dinge umgesetzt werden? Mehr Polizei? Woher? Siehe erst Hamburg mit den ganzen Ausschreitungen. Sehe ich bei uns im Ort, für einen riesen Landkreis am Wochenende gibt es nur ein Einsatzfahrzeug. Heißt teils mehrere Stunden warten, wenn was ist. Oder oft kommt keiner. Was dazu führt, das nicht mehr Polizei da ist, sonder ein Privater Sicherheitsdienst von der Stadt geholt wurde. Also der 9 Punkte Plan beruhigt mich wenig.",2017-08-31 18:42:11.875862,NULL
27,maus,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"einerseits gut, andererseits schlecht.",2017-08-31 19:17:12.239119,NULL
28,KM93,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Absolut nicht ausgereift und völlig unüberlegt. Eine Punkte widersprechen sehr gegen geltende Gesetze und Rechte. Ist das dann noch ein Rechtsstaat???,2017-08-31 20:43:05.886623,NULL
29,wolf16,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Der 9-Punkte-Plan ist überwiegend aus wahltaktischen Gründen festgelegt worden, denn das Einzige, was der Bundeskanzlerin noch gefährlich werden könnte, ist ein weiter steigender Flüchtlingsstrom. Damit wird von bestehenden massiven Problemen bei der Rückführung abgelehnter Flüchtlinge abgelenkt.",2017-08-31 23:15:21.175867,NULL
30,Sammy,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Spätestens wenn die Wahlen vorbei sind, haben die Politiker doch all ihre Versprechen wieder vergessen.",2017-09-01 09:09:06.962567,NULL
31,anonym13,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),gebe dir vollkommen Recht :ok_hand:,2017-09-01 10:03:47.523939,17
32,Livia,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Ich finde den 9 Plan sinvoll, sehr gut.....kann mich schutzen",2017-09-01 10:45:59.643155,NULL
33,gfd,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Hauptsache der Flüchtlingsstrom wird eingeschränkt.,2017-09-01 12:04:46.053132,NULL
34,HG68,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Ich denke der Plan hat ganz gute Ansätze um innerhalb Europas die Terrorbekämpfung zu verbesser, aber er ist noch sehr unkonkret und es bleibt abzuwarten, inwieweit und wie konsequent die Ansätze wirklich ausgeführt werden. Ich denke, es könnte einige Probleme bei der tatsächlichen Umsetzung geben. Ich fürchte es werden zuwenig finanzielle Mittel für eine optimale Umsetzung zur Verfügung gestellt werden und ich bfürchte, dass auch die Zusammenarbeit der verschiedenen Länder und Staaten schwierig wird, weil es bestimmt irgendwelche Interessenskonflikte zwischen den beteiligten Regierungen und auch Widerstände von verschiedenen Interessengruppen innerhalb der Bevölkerungen geben wird.",2017-09-01 13:07:06.405802,NULL
35,anonym15,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Dem kann ich nur zustimmen, zu den Schwierigkeiten der finanziellen Mittel und der schnellen reibungslosen Zusammenarbeit zwischen den Staaten sehe ich noch das Problem, dass es keine zeitlichen Vorgaben für die Durchführung des Planes gibt.",2017-09-01 14:25:02.622801,34
36,stella,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Wie schon viele hier gesagt haben, hört sich gut an, aber die Umsetzung wird wohl nicht gelingen. Das Problem ist ein Faß ohne Boden. Wehret den Anfängen, aber dazu ist es schon lange zu spät, nur geben es die Verantwortlichen nicht zu.",2017-09-01 15:04:48.522033,NULL
37,Steff,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"ja, nur so kann es laufen. Danke, dass Du die einzelnen Punkte bewertet hast. Dass sich Menschen in Deutschland in verschiedenen Städten anmelden können, nutzen Drogenabhängige schon seit locker 40 Jahren",2017-09-01 17:42:46.051942,17
38,Missi,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Da wurde sich wieder einmal ......etwas auf die schnelle überlegt, um die beunruhigten-verängstigten Bürger für einige Zeit ruhig zu stellen.",2017-09-01 23:23:54.728994,NULL
39,renikellner,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"wäre schon super erst mal diese Punkte auch in die Tat umzusetzen ,",2017-09-02 09:25:32.590605,NULL
40,realhumans,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Jede Maßnahme ist wichtig, aber es ist wie gesagt erst der Anfang. Ein fortlaufender Prozess, ein sich fortlaufendes Einstellen auf die aktuelle Situation. Man kann nie alles vorhersehen.",2017-09-02 11:40:52.076335,NULL
41,holzwurmpaul,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Er sollte wenn wir wollen wenn wir nicht wieder vorher eine Party machen wie in Hamburg wo den Menschen im Schanzen-viertel alles kaputt und klein geschlagen wurde nur weil eine Frau wie hieß sie nochmal ??? Unbedingt der Welt zeigen wollte das sie machen kann was sie möchte ohne Rücksicht auf Verluste und die Bewohner warten immer noch auf Hilfe bzw.Versprechungen wie wir werden beim Bezahlen Großzügig sein.,2017-09-02 15:53:21.809916,12
42,holzwurmpaul,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Sinnvoll sehr gut ich hör wohl nicht Richtig. Nichts aber rein gar nichts wird von dem was da geschrieben steht passieren. Solange diese Frau machen kann was sie will und wo sie es will ha-ha.,2017-09-02 15:55:26.032435,32
43,holzwurmpaul,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Das ist noch nicht mal schnell überlegt,das hat man mal so gedacht obwohl man schon im voraus wusste, dehnen werfen wir mal einen Knochen hin an dem können sie nagen und wenn sie fertig sind sind die Bundestags Wahlen vorüber und dann geht es genau so weiter TOLL.",2017-09-02 15:58:19.298096,38
44,holzwurmpaul,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Wenn ich mal keine Themen mehr zum Träumen habe,dann träume ich von dem 9 Punkte Plan und lach mich Tod.",2017-09-02 15:59:21.666683,39
45,holzwurmpaul,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Hallo Sammy was war das für eine Keule gestern?? Also von dem ganzen 9 Punkte Plan wird wenn überhaupt das Papier überbleiben und das frisst dann der Reißwolf und die Großkopferten in Berlin lachen sich das Schnitzel aus dem Gesicht.,2017-09-02 16:02:21.975441,30
46,holzwurmpaul,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Ja Hamburg ist so ein Thema da werden wir mal ein richtig gutes Urteil sprechen dann wird alles wieder gut. Was ist mit den Anwohnern im Schanzenviertel da ist im nachhinein genau so wenig passiert wie der 9 Punkte plan. Es wird Versprochen bis sich die Balken biegen und alle hoffen,das sie nicht brechen denn dann könnte ja alle sehen das wir in Berlin nur Hohlfrassen dreschen.",2017-09-02 16:06:28.594131,26
47,holzwurmpaul,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Richtig Franzi.,2017-09-02 16:07:27.569596,4
48,renikellner,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),dann wirst du ein langes Leben haben,2017-09-02 17:42:50.66352,44
49,pidder,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"meiner Meinung nach ist der Plan nicht ganz ausgereift, es müsste mehr getan werden, auch vor Ort, also in den jeweiligen Ländern, aus denen Flüchtlinge zu uns kommen möchten. Außerdem sollte Deutschland aufgrund seines Einflusses versuchen, andere europäische Länder dazu zu bewegen, mehr oder überhaupt Flüchtlinge aufzunehmen, in einige dieser europäischen Länder kassieren Gelder aus der EU, sind aber nicht bereit, Gegenleistungen zu erbringen, wie beispielsweise die Aufnahme von Flüchtlingen oder die Erarbeitung eines sinnvollen Konzeptes, wie man diesen Menschen besser helfen kann. Deutschland kann die Probleme nicht alleine schultern.",2017-09-02 17:57:27.327651,NULL
50,pidder,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"ich muss dir leider Recht geben, auch, wenn deine Worte im ersten Moment als Schwarzmalerei angesehen werden könnten. Aber die Realität wird leider irgendwo in der Mitte liegen, und zwar in Richtung ""Umsetzung von lediglich einem Punkt dieses Planes"" tendieren.",2017-09-02 17:59:34.06072,11
51,pidder,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"richtig, es wird höchste Zeit, obwohl es im Grunde genommen bereits zu spät ist",2017-09-02 18:00:14.085782,2
52,pidder,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"genau das steht leider zu befürchten. Auch darf man nicht vergessen, dass wir momentan in der heißen Phase des Wahlkampfes sind.",2017-09-02 18:01:30.456366,4
53,pidder,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"ganz genau, ein solcher Plan hätte schon vor zweieinhalb Jahren ausgearbeitet werden müssen. Aber Mutti war im September 2015 einfach zu blauäugig",2017-09-02 18:02:47.726255,5
54,pidder,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"ich gebe dir vollkommen recht, jedoch hätte diese Prävention bereits vor zweieinhalb Jahren erfolgen sollen, bevor die Menschen (!) sich in hohen Zahlen auf den Weg zu uns gemacht haben.",2017-09-02 18:04:07.319849,6
55,pidder,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"ich meine auch: theoretisch ist der Plan eine feine Sache, aber in der Praxis wird er wohl kaum umgesetzt werden, leider",2017-09-02 18:04:59.94424,17
56,berna,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Deutschland ist mitverantwortlich das so viele menschen Flüchten. Schlielich verkauft Deutschland Waffen in dieser Länder wo Kreig geführt wird,2017-09-02 19:12:55.487054,2
57,dana13,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Besser haben Plan,alsnichts machen.",2017-09-02 20:30:35.541637,NULL
58,Maksimo,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),auf einer Party sollte mach doch feiern und fröhlich sein und nicht alles kurz und klein schlagen oder kaputt machen,2017-09-02 20:34:26.425701,41
59,mona70,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Hoffentlich wird er nicht in ein paar Wochen wieder vergessen.,2017-09-03 07:35:51.517644,NULL
60,studentin,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Schlecht ist der 9-Punkte Plan nicht, aber er ist zu schwach um den Terror wirklich bekämpfen zu können.",2017-09-03 09:03:09.126522,NULL
61,fmanu,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Wenn er schnell umgesetzt und an der ein oder anderen Stelle verbessert wird ist es sicher hilfreicher als nichts zu tun,2017-09-03 09:29:09.001733,NULL
62,Sammy,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Hallo Holwurmpaul! Ja schon heftig die Keule :wink:! Von dem 9. Punkte Plan wird nur das Papier übrig bleiben. Da hast Du vollkommen recht! Das Thema ist ja nicht auch erst kurz vor den Wahlen entstanden. Es ist ein sehr wichtiges Thema das die Politik spätestens bereits im letzten Jahr schon hätten anpacken müssen!,2017-09-03 10:17:42.255469,45
63,Simon,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Auf dem Papier klingt der Plan gut, aber wie immer wird es auf die konkrete Umsetzung ankommen.",2017-09-03 11:10:07.055751,NULL
64,holzwurmpaul,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Richtig das sind Themen dabei über die hat glaube ich schon der Schmitt gesprochen das war übrigens noch ein Kanzler meiner Meinung nach. Wenn der so gewesen wäre wie diese Tranfunzeln die heute in Berlin sitzen,wäre damals Hamburg abgesoffen. Denn es wiederholt sich alles denn als er damals die Bundeswehr angefordert hat um den Flutopfern zu helfen schrien die gleiche Sorte von Menschen dagegen. Deutschland Deutschland über alles über alles wächst mal Gras das wars:-((",2017-09-03 14:01:34.51375,62
65,Sammy,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Oh ja..............ich glaube die Herren Altkanzler würden sich allesamt im Grabe umdrehen! Von Thorsten Schulte (Kopp Verlag) gibt es eine interessante Lektüre: Kontrollverlust!,2017-09-04 15:26:34.090863,64
66,holzwurmpaul,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Hallo pidder es muss aber noch einer den Ofen anmachen sonst bleibt es so wie es war:sob:,2017-09-04 15:31:48.11397,52
67,pidder,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),das hast du sehr gut erkannt und ausgedrückt! Sauber!,2017-09-04 19:28:22.851392,66
68,pidder,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Schmidt Schnauze hatte noch Profil und eine ganze Menge Verstand, bis ins hohe Alter.",2017-09-04 19:29:08.143665,65
69,pidder,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"von Helmut Schmidt hätten sich alle Politiker in unserem Bundestag, nicht nur dort, eine Scheibe abschneiden können. Er hatte noch Format! Und bis zu seinem Tod den vollen Durchblick.",2017-09-04 19:30:17.077186,64
70,pidder,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),genau so ist es!,2017-09-04 19:31:17.529722,29
71,Mewi,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Dem stimme ich rundum zu. Das ist ein euopäisches Problem und muss auch von allen EU-Staaten zusammen gelöst werden. Deutschland kann gerne eine Vorreiterrolle übernehmen, aber eben keinen Alleingang. Und das Problem sollte man bei der Wurzel packen: eben in jenen Ländern, aus denen die Menschen fliehen müssen/wollen.",2017-09-05 11:27:44.929756,49
72,Sammy,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Hallo pidder! Das ist wohl wahr! Und gerade im Anbetracht der heutigen Politiker erst recht!,2017-09-05 16:19:08.065983,68
73,Calculator,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),es gibt hier zu wenig Nuancen in der Abstimmung: immer nur gut oder schlecht ist für so einen komplexen Plan mit so unterschiedlichen Punkten zu einfach. Das Abstimmungsergebnis spiegelt nur eine ganz grobe Einschätzung wider.,2017-09-06 10:29:05.614982,NULL
74,pidder,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),schließlich ist das große Thema EU: Solidarität,2017-09-06 17:12:03.810419,71
75,pidder,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"die heutigen Politiker sind entweder farblose Gesellen, oder Marionetten der/des Parteivorsitzenden beziehungsweise der Lobbyisten sowie der Banken",2017-09-06 17:13:01.260498,72
76,Radebeuler,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Hallo zusammen. In meinen Augen ist dieser komplette Plan nutzlos . Er reagiert nur passive auf die aktuell stattfindenden Geschehnisse ohne auf die Wurzel der entstandenen Probleme einzugehen. Viele Punkte die hier aufgeführt sind stellen für den Bürger eine Schlechterstellung bei den Persönlichkeitsrechten dar. Außerdem finde ich es immer wieder bezeichnend das solche ""Programme"" immer vor einer Wahl gemacht werden. Was ist denn die letzten Jahre passiert ? Warum müssen dafür Programme gemacht werden. Die regierenden Parteien hatten mehr als genug Zeit die Ursachen abzustellen. Dafür braucht es keinen 9 Punkte Plan. Und was die Aussagen , gerade unserer Kanzlerin , wert sind kann man man aus ihrer Aussage zur ""nationalen Anstrengung bei der Abschiebung "" erkennen. Was ist daraus geworden ? Genau . Nichts. Ich gebe absolut nichts auf solche Programme weil es wie bei so vielen anderen Sachen an der Umsetzung hapern wird. Denn wie schon gesagt , nicht reden sondern machen ! Viele der Probleme hätten wir ohne die Entscheidung unserer Kanzlerin gar nicht.",2017-09-07 07:31:30.270226,NULL
77,Luki89,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Ist wieder nur eine Reaktion, aber die Ursachen werden nicht berücksichtigt.",2017-09-08 11:33:05.810842,NULL
1,system,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (35),"<div class=wrap><img src=""/uploads/default/original/1X/7d2a8b741efa49d43a7e2479f3bb61984c3ffb94.jpg"" width=""690"" height=""460""></div> In der Schule werden die Lösungen von Aufgaben mit Noten bewertet. Warum nicht auch die Politik mit Schulnoten bewerten? Uns interessiert: Welche Note würden Sie den einzelnen Punkten des Neun-Punkte-Plans geben? Und wie bewerten Sie den Neun-Punkte-Plan insgesamt? ## Stimmen Sie jetzt ab! <br>**Punkt 1: Frühwarnsystem** _„Ein System, mit dem militärische Angriffe zu einem sehr frühen Zeitpunkt erkannt werden können. Soll verbessert werden, damit Behörden tätig werden können, sobald es in Asylverfahren oder Integrationsmaßnahmen Hinweise auf eine mögliche Radikalisierung gibt.“_ [poll type=number name=punkt1 min=1 max=6 step=1] [/poll] <br>**Punkt 2: Personal** _""Wo immer notwendig, soll auch der Bund mehr Personal zur Verfügung stellen oder technische Ausstattung liefern.“_ [poll type=number name=personal min=1 max=6 step=1] [/poll] <br> **Punkt 3: Information** _""Die bereits beschlossene zentrale Stelle für Informationstechnik im Sicherheitsbereich zur Entschlüsselung der Internet-Kommunikation sollte schnellstmöglich aufgebaut werden“._ [poll type=number name=information min=1 max=6 step=1] [/poll] <br> **Punkt 4: Bundeswehr** _""Die Bundeswehr soll nun auch im Landesinneren unter Führung der Polizei eingesetzt werden können. Es ist laut Merkel ""jetzt an der Zeit"" für Übungen für terroristische Großlagen. Unter Führung der Polizei soll auch die Bundeswehr eingebunden werden.“_ [poll type=number name=bundeswehr min=1 max=6 step=1] [/poll] <br> **Punkt 5: Forschung und Präventio**n _""Alle bestehenden Forschungsvorhaben zum islamistischen Terror und zur Radikalisierung von Menschen müssten fortgesetzt und gegebenenfalls erweitert werden.“_ [poll type=number name=forschung min=1 max=6 step=1] [/poll] <br> **Punkt 6: Europa** _""Auf europäischer Ebene sollten alle bestehenden Dateien schnellstmöglich vernetzt werden.“_ [poll type=number name=europa min=1 max=6 step=1] [/poll] <br> **Punkt 7: Waffenrecht** _""Das neue europäische Waffenrecht müsse schnellstmöglich verabschiedet werden. Auf nationaler Ebene werde rasch der Handel oder Kauf von Waffen online nicht mehr möglich sein.“_ [poll type=number min=1 max=6 step=1] [/poll] <br> **Punkt 8: Nachrichtendienste** _""Die Kooperation mit befreundeten Diensten soll verstärkt und Aufklärung beschleunigt werden.“_ [poll type=number name=nachrichtendienste min=1 max=6 step=1] [/poll] <br> **Punkt 9: Rückführung** _„Die Anstrengungen zur Rückführung von Flüchtlingen in ihre Herkunftsländer müssten verstärkt werden.“_ [poll type=number name=rückführung min=1 max=6 step=1] [/poll] <br> **Der 9-Punkte-Plan insgesamt** Welche Schulnote würden Sie dem ""9-Punkte-Plan"" insgesamt geben? [poll type=number name=insgesamt min=1 max=6 step=1] [/poll]",2017-07-26 11:02:06.283376,NULL
2,Maria,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (35),"Insgesamt würde ich die Schulnote "" gut "" vergeben . Großes Manko ist , dass das alles nicht zügig genug voran geht .",2017-08-30 07:20:40.566688,NULL
3,Franzi2815,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (35),Ich würde befriedigen geben,2017-08-30 09:59:48.728622,NULL
4,hermannschoepf,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (35),Es wird immer nur etwas versprochen aber wirklich gehandelt wird in der Politik nicht. Was nutzen gute Ideen wenn sie nicht rasch umgesetzt werden und vor allem auch bis zum Ende durchdacht. Ohne das nötige Personal (was ja wieder Geld kostet) passiert gar nichts. Ich glaube kaum dass Frau Merkel die Abschiebenden selbst zurück bringt.,2017-08-30 11:49:32.313488,NULL
5,colbert,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (35),02. Mrz,2017-08-30 13:24:37.529425,NULL
6,MontanaDO,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (35),"Wenn alles so ausgeführt würde wie geschrieben, dann können wir schon einiges erreichen und einige Anschläge verhindern. Auch die Menschen miteinander sollten mehr aufeinander achtgeben und wachsamer sein.",2017-08-30 21:08:06.301707,NULL
7,hotti,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (35),"Der Punkteplan muß 1zu1 umgesetzt werden. Ich habe aber starke Zweifel, dass das geschieht.",2017-08-31 07:57:02.485157,NULL
