coder,post_number,user,topic,raw,pers_exp,emot_exp,pol_opin,breadth,valence,contr,created_at,reply_to_post_number,reply_chain,vm,key,value,key...7,value...8,key...9,value...10
,41,holzwurmpaul,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),Was hat uns die Merkel schon alles versprochen?? Und was ist davon über geblieben nichts. Wie kann man UNKONTROLLIERT so viele Menschen in ein Land Einreisen lassen??? Ich bin auch heute noch der Meinung das Merkel meint sie wäre die Frau EUROPA . Und wie gerne hätte sie den Friedensnobelpreis bekommen weil sie ja soo Hilfsbereit ist. Das es da Probleme geben kann das haben alle kommen gesehen aus Merkel .,,,,,,,2017-08-30T17:20:53Z,32,"Eine Rückführung von Flüchtlingen muß verstärkt werden. Da bin ich mit Frau Merkel auf einer Linie. Es kann doch nicht sein, dass die aufgenommenen Flüchtlinge auch noch ihre Angehörigen nach Deutschland nachziehen lassen. Bei 250000 Asylanten kommen dann auch noch ca. 500000 bos 1 Million zusätzlich. Das verträgt Deutschland nicht.",vm1,,,,,,
,42,Gina,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Hört sich gut an aber wie eben schon geschrieben hat Herr Schäuble verdankt viel Polizeipersonalkosten in den letzten Jahren extrem abgebaut. Das muss komplett überdacht werden auch ob er noch die richtige Besetzung für den Posten ist. Er lebt in einer anderen Zeit. Die lachen uns doch aus. Veraltete Rechner known Show, da sind der Polizei und Bundeswehr ja schon unsere Teenager überlegen. Hier muss massiv investiert und geschult werden. Solange jeder Geheimdienst nur seine eigenen Interessen verfolgt, wird auch hier die Zusammenarbeit eher spannend. Sehe ich kritisch. Wir sind einfach zu bürokratisch. Bis wir nur ansatzweise diese Punkte erfüllt haben, ist schon wieder die nächste Bundestagswahl. Da muss Dynamik rein. Die Abschiebeprozesse dehnen sich endlos aus. Auch hier muss Dynamik und Entschlusskraft rein. Die Polizisten müssen sich bespucken zerkratzen lassen auf den Heimflügen , wir müssen auch mal hinter unseren Leuten stehen, denn wer möchte diesen Job schon machen???? Insgesamt klingt der Plan richtig und gut, jetzt geht es an die schnelle Umsetzung ohne Endlosdebatten.",,,,,,,2017-08-30T17:36:59Z,NULL,,vm1,,,,,,
,43,brunolina,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Natürlich war es naiv, anzunehmen, dass wir die einreisenden Flüchtlinge tatsächlich überprüfen (können/konnten) – das ist es sicher auch noch immer. Wir sollten uns das vereinfacht einmal nur so vorstellen, wie es mit der Einführung eines neuen Computerprogrammes in einem Betrieb ist … - wer in der Tat damit umgehen kann, wer Interesse dafür zeigt es zu lernen und wer sich gerade so durchmogelt, damit er nicht auffällt. Das Produkt ist entsprechend und auch hier kommt letztlich nichts anderes heraus, als man zuvor in die einzelnen Mitarbeiter investiert hat. Das Ergebnis der Überprüfungen bei der Einreise sollte uns also überhaupt nicht verwundern, noch sollten wir glauben, dass ein Datenabgleich europaweit uns wirklich weiter helfen wird. Überall sitzen Menschen, die die Eingabeform selber interpretieren … Trotzdem erachte ich das als ungemein wichtig – wenig ist deutlich mehr, als gar nichts. Aber verlassen dürfen und können wir uns keinesfalls auf die Ergebnisse. Genau genommen würde ich alle Flüchtlinge (also alle die ab xy eingereist sind) noch einmal überprüfen. Es muss möglich sein, hierfür eine tragfähige Lösung zu finden, die allen Gesetzen entspricht – Notfalls müssen entsprechende Gesetze geschaffen werden – zeitnah. Nicht schnellstmöglich, sondern umgehend. Es müssten eben teure Entwickler engagiert und Menschen eingestellt werden, die Flächendeckend die Grundlagen der Daten-Eingabe vermitteln etc. . Wir begegnen Problemen nicht – wir laufen ständig hinterher, stopfen ein Loch mit einer Notlösung und schon haben wir das andere übersehen. Mich ärgert das ungemein, obwohl ich verstehe, dass manches einfach nicht vorhersehbar und anderes schlicht unlösbar ist. Online-Waffenkäufe verhindern zu wollen ist ein – ich sage mal – „niedlicher“ Anspruch. Und ja, versuchen sollte/muss man letztlich alles. Wirklich verhindern lässt sich sicher erschreckend wenig. Die, die Waffen brauchen, werden sie auch bekommen. Die jüngste Vergangenheit hat uns darüber hinaus doch wohl auch gelehrt, dass letztlich alles eine Waffe sein kann. Für mich im Gesamtpunkteplan also ein untergeordneter Punkt, sollte man machen, aber eilt nicht wirklich.",,,,,,,2017-08-30T19:19:02Z,NULL,,vm1,,,,,,
,44,MontanaDO,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Es wird viel geredet und nicht gehandelt. Man sieht es ja wenn etwas passiert ist, och die waren uns schon bekannt. Vieles hätte verhindert werden können, wenn man mal mehr handeln würde, als zu reden. Und zum Thema Abschiebung, na ja hier werden doch viele Verbrecher über den Kopf gestreichtelt und dann wieder gehen gelassen.",,,,,,,2017-08-30T20:57:32Z,NULL,,vm1,,,,,,
,45,HubertK,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"ich finde den 9-Punkte plan hervorragend, wenn er denn durchgesetzt werden würde. Man kann siich nicht nach jedem einzelnen richten, aaber ich glaube, dass die Masse der selben Meinung sit",,,,,,,2017-08-31T08:03:52Z,NULL,,vm1,,,,,,
,46,artjom,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),wenniger scheisse ins landlasen,,,,,,,2017-08-31T08:07:17Z,NULL,,vm1,,,,,,
,47,kayguendel,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Klingt wie immer ganz dolle, aber das wissen wir schon lange das wir solch ein plan brauchen,jetzt ist er da und wird wie umgesetzt. Waffenhandel online unterbinden ist unmöglich. echt mehr abschiebungen das löst das problem nicht, es müssen die richtigen abgeschoben werden ich weis punkt 1. alles ehrenhaft aber umsetzbar ich weis nicht. aber bei punkt 1 gehts los.",,,,,,,2017-08-31T08:29:56Z,NULL,,vm1,,,,,,
,48,kayguendel,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),genau meine Meinung,,,,,,,2017-08-31T08:30:47Z,43,"Natürlich war es naiv, anzunehmen, dass wir die einreisenden Flüchtlinge tatsächlich überprüfen (können/konnten) – das ist es sicher auch noch immer. Wir sollten uns das vereinfacht einmal nur so vorstellen, wie es mit der Einführung eines neuen Computerprogrammes in einem Betrieb ist … - wer in der Tat damit umgehen kann, wer Interesse dafür zeigt es zu lernen und wer sich gerade so durchmogelt, damit er nicht auffällt. Das Produkt ist entsprechend und auch hier kommt letztlich nichts anderes heraus, als man zuvor in die einzelnen Mitarbeiter investiert hat. Das Ergebnis der Überprüfungen bei der Einreise sollte uns also überhaupt nicht verwundern, noch sollten wir glauben, dass ein Datenabgleich europaweit uns wirklich weiter helfen wird. Überall sitzen Menschen, die die Eingabeform selber interpretieren … Trotzdem erachte ich das als ungemein wichtig – wenig ist deutlich mehr, als gar nichts. Aber verlassen dürfen und können wir uns keinesfalls auf die Ergebnisse. Genau genommen würde ich alle Flüchtlinge (also alle die ab xy eingereist sind) noch einmal überprüfen. Es muss möglich sein, hierfür eine tragfähige Lösung zu finden, die allen Gesetzen entspricht – Notfalls müssen entsprechende Gesetze geschaffen werden – zeitnah. Nicht schnellstmöglich, sondern umgehend. Es müssten eben teure Entwickler engagiert und Menschen eingestellt werden, die Flächendeckend die Grundlagen der Daten-Eingabe vermitteln etc. . Wir begegnen Problemen nicht – wir laufen ständig hinterher, stopfen ein Loch mit einer Notlösung und schon haben wir das andere übersehen. Mich ärgert das ungemein, obwohl ich verstehe, dass manches einfach nicht vorhersehbar und anderes schlicht unlösbar ist. Online-Waffenkäufe verhindern zu wollen ist ein – ich sage mal – „niedlicher“ Anspruch. Und ja, versuchen sollte/muss man letztlich alles. Wirklich verhindern lässt sich sicher erschreckend wenig. Die, die Waffen brauchen, werden sie auch bekommen. Die jüngste Vergangenheit hat uns darüber hinaus doch wohl auch gelehrt, dass letztlich alles eine Waffe sein kann. Für mich im Gesamtpunkteplan also ein untergeordneter Punkt, sollte man machen, aber eilt nicht wirklich.",vm1,,,,,,
,49,Linkeslieschen,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Erinnert stark an den 10 Punkte-Plan von Ilse Aigner als Landwirtschafts- und Verbraucherschutzministerin. Alles Mist. So werden doch keine Ursachen beseitigt!! Wir müssen endlich aufhören, aus taktischen, oder bündnismotivierten Gründen uns an Kriegen der USA zu beteiligen. Der Wahnsinn hat mit 9/11 angefangen und ging dann im Irakkrieg munter weiter. Hier wurden die Terroristen gezüchtet, die wir heute haben. Nehmt den Menschen die Hoffnung und sie werden sich irgendwann radikalisieren. Unsere Innenminister nutzen dies schamlos aus, um aus Deutschland einen Polizeistaat aufzubauen und die Grundrechte der Bürger zu beschneiden. Der jüngste Datenschutzskandal rund um G20 / BKA hat gezeigt, dass unsere Dienste einfach zu blöd und zu korrupt (kriminell) für dieses Land sind. Ja, ich bin für mehr Polizisten und für mehr Juristen - aber ich frage mich, welche Regierung und Bundesländer haben die denn vorher abgebaut, um Kosten zu sparen und um Banken zu retten, die vorher nicht streng genug reguliert wurden und immer noch, uner der Aufsicht des Staates, selbigen fleißig hinter die Fichte führen (CUM-CUM / CUM-EX-Geschäfte). Schafft mehr Gerechtigkeit in diesem Land, dann gibt es auch weniger Sorge um Terror. - Etwas weniger USA / NATO und weniger Waffen würden Deutschland sehr gut tun - und der Welt.",,,,,,,2017-08-31T08:37:36Z,NULL,,vm1,,,,,,
,50,Linkeslieschen,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Meinst Du den Gülleimport aus den Niederlanden, der dann hier unsere Böden vergiftet?? Ja, da bin ich auch dagegen. das gehört gesetzlich verboten und die Verursacher (Großbauern) sollten dafür haften. - Außerdem bin ich für mehr Geld für Bildung - vor allen Dingen politische Bildung.",,,,,,,2017-08-31T08:40:10Z,46,wenniger scheisse ins landlasen,vm1,,,,,,
,51,Linkeslieschen,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),Die Flüchtlingsproblematik würde durch ein offizielles Einwanderungsgesetz wesentlich entspannt werden. - Inoffiziell sind wir seit Jahrzehnten ein Einwandeungsland - offiziell will man dies aber traditionell denkenden Menschen nicht zumuten,,,,,,,2017-08-31T08:45:20Z,19,Ich stimme dem 9 Punkteplan zu in allen Bereichen. Ich sage aber auch warum nicht stop mit den Asylaufnahmen.Wir sind kein Einwanderungsland. Warum nicht Schluss mit den aufnahmen. Das spart viel Kosten und Ärger.,vm1,,,,,,
,52,kayguendel,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Was hatt denn Gerechtigkeit hierzulande mit Terror zu tuen. Wenn es der Islam diesen verückten gebietet verbrechen zu begehen im namen ihres Gottes,da können wir untereinander gerecht sein wie wir wollen. Wir sind für die terroristen unwürdig laut ihrem Glauben, was sol da gegen terror helfen ?",,,,,,,2017-08-31T08:53:58Z,49,"Erinnert stark an den 10 Punkte-Plan von Ilse Aigner als Landwirtschafts- und Verbraucherschutzministerin. Alles Mist. So werden doch keine Ursachen beseitigt!! Wir müssen endlich aufhören, aus taktischen, oder bündnismotivierten Gründen uns an Kriegen der USA zu beteiligen. Der Wahnsinn hat mit 9/11 angefangen und ging dann im Irakkrieg munter weiter. Hier wurden die Terroristen gezüchtet, die wir heute haben. Nehmt den Menschen die Hoffnung und sie werden sich irgendwann radikalisieren. Unsere Innenminister nutzen dies schamlos aus, um aus Deutschland einen Polizeistaat aufzubauen und die Grundrechte der Bürger zu beschneiden. Der jüngste Datenschutzskandal rund um G20 / BKA hat gezeigt, dass unsere Dienste einfach zu blöd und zu korrupt (kriminell) für dieses Land sind. Ja, ich bin für mehr Polizisten und für mehr Juristen - aber ich frage mich, welche Regierung und Bundesländer haben die denn vorher abgebaut, um Kosten zu sparen und um Banken zu retten, die vorher nicht streng genug reguliert wurden und immer noch, uner der Aufsicht des Staates, selbigen fleißig hinter die Fichte führen (CUM-CUM / CUM-EX-Geschäfte). Schafft mehr Gerechtigkeit in diesem Land, dann gibt es auch weniger Sorge um Terror. - Etwas weniger USA / NATO und weniger Waffen würden Deutschland sehr gut tun - und der Welt.",vm1,,,,,,
,53,Muecke40,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Wenn man sich nicht so viel Terror ins Land holen würde, müsste man nicht so eine Angst haben....",,,,,,,2017-08-31T09:02:12Z,NULL,,vm1,,,,,,
,54,Linkeslieschen,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Ghettoisierung und gesellschaftliche Ausgrenzung - keine Bildungs- und Arbeitsangebote schaffen die Grundlage für Menschen sich zu radikalisieren Wenn Menschen nur noch ihre Religion bleibt, weil man ihnen alles andere schon genommen hat, weil Verwandte von ihnen in sinnlosen Kriegen abgeschlachtet wurden, werden sie leicht Opfer von mörderischen Organisationen. Ursache und Wirkung. Der Wahnsinn hat gezielt nach 9 / 11 angefangen, als die USA einen Krieg gegen Terrorstaaten und deren Verbündete ausgerufen hatten, ignorierend, dass die meisten Attentäter aus Saudi-Arabien stammten. Merkwürdigrweise hat man dieses Land nicht attackiert, sondern S-A ist nach wie vor einer der wichtigsten Verbündeten im Nahen Osten, insbesondere weil sie erklärte Feinde des Iran sind. Man muss also schon ein wenig tiefer schürfen, wo der Terror herkommt auf dieser Welt und sich wirklich um die Bekämpfung der Ursachen bemühen und nicht nur (typisch Merkel) darüber zu reden. Mit unserer und der europäischen Handelspolitik beuten wir Afrika aus. Wir exportieren billiges Fleisch und machen dadurch regionale Märkte kaputt. Das gleiche gilt für Textilien. Im Gegenzug fischen wir ihnen legal die Fische vor ihren Küsten weg und ""schenken"" ihnen unseren Elektronikmüll. - Wer ohne Perspektive ist, wird sich auf den Weg nach Europa / Deutschland machen. Wer politisch indstrumentalisiert wurde, wird evtl. voller Hass Rache an dem Westen nehmen wollen.",,,,,,,2017-08-31T09:19:13Z,52,"Erinnert stark an den 10 Punkte-Plan von Ilse Aigner als Landwirtschafts- und Verbraucherschutzministerin. Alles Mist. So werden doch keine Ursachen beseitigt!! Wir müssen endlich aufhören, aus taktischen, oder bündnismotivierten Gründen uns an Kriegen der USA zu beteiligen. Der Wahnsinn hat mit 9/11 angefangen und ging dann im Irakkrieg munter weiter. Hier wurden die Terroristen gezüchtet, die wir heute haben. Nehmt den Menschen die Hoffnung und sie werden sich irgendwann radikalisieren. Unsere Innenminister nutzen dies schamlos aus, um aus Deutschland einen Polizeistaat aufzubauen und die Grundrechte der Bürger zu beschneiden. Der jüngste Datenschutzskandal rund um G20 / BKA hat gezeigt, dass unsere Dienste einfach zu blöd und zu korrupt (kriminell) für dieses Land sind. Ja, ich bin für mehr Polizisten und für mehr Juristen - aber ich frage mich, welche Regierung und Bundesländer haben die denn vorher abgebaut, um Kosten zu sparen und um Banken zu retten, die vorher nicht streng genug reguliert wurden und immer noch, uner der Aufsicht des Staates, selbigen fleißig hinter die Fichte führen (CUM-CUM / CUM-EX-Geschäfte). Schafft mehr Gerechtigkeit in diesem Land, dann gibt es auch weniger Sorge um Terror. - Etwas weniger USA / NATO und weniger Waffen würden Deutschland sehr gut tun - und der Welt. >>> Was hatt denn Gerechtigkeit hierzulande mit Terror zu tuen. Wenn es der Islam diesen verückten gebietet verbrechen zu begehen im namen ihres Gottes,da können wir untereinander gerecht sein wie wir wollen. Wir sind für die terroristen unwürdig laut ihrem Glauben, was sol da gegen terror helfen ?",vm1,,,,,,
,55,etlen,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),Alles ist besser als gar nichts zu tun und keine Reaktion zu zeigen. Gut finde ich vor allem die Stärkung der Polizei durch mehr Personal. Auch die Vernetzung der Dateien in Europa ist längst überfällig.,,,,,,,2017-08-31T09:34:43Z,NULL,,vm1,,,,,,
,56,Sudiko,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Also ich finde auch das die Bundeswehr im Inneren gegen das Gesetz verstoßen würde - das die Polizei eine bessere Ausrüstung benötigt ist auf alle Fälle klar! - die die unser Asylrecht missbrauchen, sollten sofort abgeschoben werden, damit andere die es benötigen, eher geholfen wird",,,,,,,2017-08-31T09:49:24Z,NULL,,vm1,,,,,,
,57,lammar,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Die Bundeswehr im Inern ist grundgesetzwidrig, mehr Überwachung auch. Es ist eine Melange aus Nutzlosem, Rechtswidrigen und Ursachenverkennendem.",,,,,,,2017-08-31T10:01:06Z,NULL,,vm1,,,,,,
,58,kayguendel,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Sehr gut auf den punkt gebracht- und was ist mit denen die terroristen sind, mit gottes wille, meinst du das es wirklich an Amerika und seinen Kriegen liegt. Bildung ist das Stichwort in den Länder wo der terror herkommt. Also ich bin nicht blöde aber das thema wird anstrengent zuviele variablen soviele Meinungen, wei tief schürfen, ich glaube es geht nicht nur mir so.",,,,,,,2017-08-31T10:39:38Z,54,"Erinnert stark an den 10 Punkte-Plan von Ilse Aigner als Landwirtschafts- und Verbraucherschutzministerin. Alles Mist. So werden doch keine Ursachen beseitigt!! Wir müssen endlich aufhören, aus taktischen, oder bündnismotivierten Gründen uns an Kriegen der USA zu beteiligen. Der Wahnsinn hat mit 9/11 angefangen und ging dann im Irakkrieg munter weiter. Hier wurden die Terroristen gezüchtet, die wir heute haben. Nehmt den Menschen die Hoffnung und sie werden sich irgendwann radikalisieren. Unsere Innenminister nutzen dies schamlos aus, um aus Deutschland einen Polizeistaat aufzubauen und die Grundrechte der Bürger zu beschneiden. Der jüngste Datenschutzskandal rund um G20 / BKA hat gezeigt, dass unsere Dienste einfach zu blöd und zu korrupt (kriminell) für dieses Land sind. Ja, ich bin für mehr Polizisten und für mehr Juristen - aber ich frage mich, welche Regierung und Bundesländer haben die denn vorher abgebaut, um Kosten zu sparen und um Banken zu retten, die vorher nicht streng genug reguliert wurden und immer noch, uner der Aufsicht des Staates, selbigen fleißig hinter die Fichte führen (CUM-CUM / CUM-EX-Geschäfte). Schafft mehr Gerechtigkeit in diesem Land, dann gibt es auch weniger Sorge um Terror. - Etwas weniger USA / NATO und weniger Waffen würden Deutschland sehr gut tun - und der Welt. >>> Was hatt denn Gerechtigkeit hierzulande mit Terror zu tuen. Wenn es der Islam diesen verückten gebietet verbrechen zu begehen im namen ihres Gottes,da können wir untereinander gerecht sein wie wir wollen. Wir sind für die terroristen unwürdig laut ihrem Glauben, was sol da gegen terror helfen ? >>> Ghettoisierung und gesellschaftliche Ausgrenzung - keine Bildungs- und Arbeitsangebote schaffen die Grundlage für Menschen sich zu radikalisieren Wenn Menschen nur noch ihre Religion bleibt, weil man ihnen alles andere schon genommen hat, weil Verwandte von ihnen in sinnlosen Kriegen abgeschlachtet wurden, werden sie leicht Opfer von mörderischen Organisationen. Ursache und Wirkung. Der Wahnsinn hat gezielt nach 9 / 11 angefangen, als die USA einen Krieg gegen Terrorstaaten und deren Verbündete ausgerufen hatten, ignorierend, dass die meisten Attentäter aus Saudi-Arabien stammten. Merkwürdigrweise hat man dieses Land nicht attackiert, sondern S-A ist nach wie vor einer der wichtigsten Verbündeten im Nahen Osten, insbesondere weil sie erklärte Feinde des Iran sind. Man muss also schon ein wenig tiefer schürfen, wo der Terror herkommt auf dieser Welt und sich wirklich um die Bekämpfung der Ursachen bemühen und nicht nur (typisch Merkel) darüber zu reden. Mit unserer und der europäischen Handelspolitik beuten wir Afrika aus. Wir exportieren billiges Fleisch und machen dadurch regionale Märkte kaputt. Das gleiche gilt für Textilien. Im Gegenzug fischen wir ihnen legal die Fische vor ihren Küsten weg und ""schenken"" ihnen unseren Elektronikmüll. - Wer ohne Perspektive ist, wird sich auf den Weg nach Europa / Deutschland machen. Wer politisch indstrumentalisiert wurde, wird evtl. voller Hass Rache an dem Westen nehmen wollen.",vm1,,,,,,
,59,bart007,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Sicher nicht verkehrt - aber größtenteils aus meiner Sicht Selbstverständlichkeiten. Der Terror ist eine Bedrohung, der man mit geeigneten Mitteln entgegenwirken muss. Es gibt natürlich kein Rezept, mit dem man eine 100%ige Sicherheit schaffen kann, aber durch die genannten Maßnahmen kann man mit Sicherheit das Risiko, insbesondere größerer Anschläge durch mehrere Personen - reduzieren.",,,,,,,2017-08-31T11:05:09Z,NULL,,vm1,,,,,,
,60,sandracb,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Waffenkauf sollte nicht nur online eingeschränkt werden!! Es ist immernoch zu einfach, sich Waffen zu beschaffen.",,,,,,,2017-08-31T12:03:12Z,NULL,,vm1,,,,,,
,61,biggi,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Das sind schon einmal gute Ansätze,aber sie sollten noch weiter ausgebaut bzw bei Notwendigkeit abgeändert werden. Aber Bundeswehr im Inneren? Müsste da nicht wie bereits erwähnt das GG geändert werden?",,,,,,,2017-08-31T12:10:54Z,NULL,,vm1,,,,,,
,62,dana13,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"JA;was zu unternehmen ist schon was,aber wenn nur was vorschlagen und überlegen,das reicht nicht gegen Terroranschläge,mussman natürlich alle gut kontrolieren ,die nach Deutschland kommen,und wenn alle schon wußten das manche Menschen Terroriste sind oder können Terror machen natürlich müssen sofort dien Menschen weg schicken wo sie sein müssen,und nicht warten aud Dokumente ,dann ist schon zu spät .",,,,,,,2017-08-31T13:39:33Z,NULL,,vm1,,,,,,
,63,flukas,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Ist ein Anfang.Es bleibt abzuwarten,wie das praktisch funktioniert.",,,,,,,2017-08-31T14:01:54Z,NULL,,vm1,,,,,,
,64,Ewald,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Vom Ansatz her richtig. Auch eine Einbindung der Bundeswehr erachte ich als sinnvoll. Bestimmt besser als die Auslandseinsätze für die anscheinend weder Ausbildung noch Ausrüstung reichen. Von einer Militäraufrüstung ist unbedingt abzuraten. Wenn wir schon so viel Geld für die Bundeswehr ausgeben, so ist das bei einer intensiven Zusammenarbeit mit den Polizeibehörden besser angelegt. Warum brauchen wir immer für alles 2 Strukturen (hier Polizei - da BW). Ganz wichtig ist natürlich eine bundesweite Vernetzung (warum brauchen wir eigentlich 16 Bundesländer?) und eine internationale (EU). Abschieben ohne wenn und aber (natürlich nur die, die kein Aufenthaltsstatus haben). Länder die ihre Landsleute nicht mehr aufnehmen wollen müssen diplomatisch/wirtschaftlich dazu gezwungen werden.",,,,,,,2017-08-31T15:08:24Z,NULL,,vm1,,,,,,
,65,Tosca,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"stimme voll und ganz zu, besser hätte ich mich zu der Problematik nicht äussern können und wollen.",,,,,,,2017-08-31T15:20:39Z,31,"Die Punkte an sich sind ja schön und gut, was ist den mit den Menschen, die keine Flüchtlinge sind? Es müßte doch auch geklärt werden, wie sich die Menschen radikalisieren und dann zu Terroristen werden. So muss dann auch präventiv da gegen vorgegangen werden und das schon frühzeitig in den Schulen, Moscheen und in den sozialen Brennpunkten. Da wird aber gespart, was das Zeug hält, weil man es nicht für nötig hält. Was soll denn ein Mensch mit sich anfangen, der seiner Meinung nach keine Perspektive hat? Er wird wohl sich dahin wenden, wo er ""gewollt"" ist, so arbeiten die Organisationen des Terrors. Wir bräuchten auch dringend die härtere Durchsetzung der bestehenden Gesetze, insbesondere gegen Gewalttäter. Was nützen denn Bewährungsstrafen, was soll daran denn abeschrecken? Auch müsste härter gegen diese ""Großfamilien-Clans"", Gedulteten usw. vorgegangen werden, die Politzei sammelt fleißig Beweise und nimmt die Täter fest und Richter lassen die Täter laufen. Warum kann zum Beispiel Tunesien Deutschland vorschreiben, dass sie eine handvoll Tunesier pro Woche wieder aufnehmen, die doch eindeutig tunesische Staatsbürger sind, warum bekommt denn Tunesien Hilfsgelder und schreibt der deutschen Regierung vor, wie eine Rückführung ab zu laufen hat? Sollte es nicht anders herum sein? Ansonsten Hilfsgelder streichen und Reisewarnungen für die beliebten Reiseziele herausgeben! Allgemein fehlt es auch am Respekt gegenüber der demokratischen, westlichen Gesellschaft. Aber das ist doch das schöne daran in unsere Demokratie, es wird keiner gezwungen hier zu bleiben, wo es ihm anscheinend nicht gefällt. Wenn diese Leute unsere Demokratie so verändern wollen, dass man seine Meinung nicht frei äußern darf, als Frau nur machen darf, was der Mann der Familie vorschreibt...dann sind diese Leute doch definitiv falsch hier in einer Demokratie. Warum ändern Schulkantinen zum Beispiel ihren Essensplan so um, dass es kein Schweinfleisch mehr gibt, weil sich dadurch Mosleme dadurch gestört fühlen, dann finde ich es ehrlich gesagt übertrieben. Warum muss ich darüber nachdenken, die Deutsche ist und Demokratin, ob sich jemand gestört fühlen könnte, dass ich in einer deutschen Kantine Schweineschnitzel essen möchte? **Leben und leben lassen, scheint ja für Viele ein Fremdwort zu sein, auch im Jahr 2017**. Der Glaube wird vorgeschoben, weil Einige ihr Mittelalter- Denken nicht ablegen wollen! So nun wieder zum 9 punkte plan: das sind doch alles nur Anfänge, die ja auch erst einmal mit dem Datenschutz und Grundgesetz in Einklang gebracht werden müssen, Bundeswehr darf nicht zur Terrorabwehr im Inland eingesetzt werden, man hat aus der NS-Zeit ja gelernt und wollte damit vorbeugen. Auch wir dürfen uns nicht einengen lassen, ich möchte ausgehen und auch Polizeipräsens sehen, um mich einiger Maßen sicher zu fühlen. Auch will ich, dass der Terror hier keine Chance hat, dafür bin ich auch bereit den Datenschutz zu lockern. Aber bitte denkt nicht nur an die Terrorabwehr , sondern auch an die Prävention!",vm1,,,,,,
