post_number,topic,user,raw,created_at,reply_to_post_number,key,value,key,value
46,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Schlumpfi,"Kommt ein bisschen spät mit diesem Plan. Das wird meiner Meinung nach gar nichts bringen. Erst machen sie die Grenzen frei und jetzt wollen sie die Flüchtlinge abschieben, das wird nicht funktionieren. Schon alleine deswegen, weil viele ""die auch zu den Terroristen gehören"" sich gar nicht angemeldet haben.",2017-08-31 08:15:07.83092,NULL,+1|retort,"[""Annzlodi""]",NULL,NULL
47,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),hhoefle,"Es muss auch eine Änderung um Asylrecht geben. Wir sind eine interkulturelle Gesellschaft und sollten dies auch bleiben und leben, jedoch beínhaltet dies nicht die unbegrenzte Aufnahme im eigenen Land. Ich verstehe nicht ganz, warum ein Staat nicht seine Grenzen sichern darf und Menschen einreisen dürfen, die sich nicht ausweißen können. Überall auf der Welt wird man hier dann festgesetzt und des Landes verwiesen. Es muss doch auch möglich sein die Grenzen der EU wirksam zu sichern, oder eben alternativ die eigenen Landesgrenzen.",2017-08-31 08:18:15.280912,NULL,+1|retort,"[""Annzlodi""]",NULL,NULL
48,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),rhoven,Ich halte den Plan für einen moderaten Fortschritt und der Sicherheitslage für angemessen.,2017-08-31 08:21:15.098506,NULL,+1|retort,"[""Annzlodi""]",NULL,NULL
49,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Barbara,"Besser spät als nie! Ich denke aber, dass viel besser kontrolliert werden muss, wer einreist. Da sind schwere fehler gemacht worden. Bundeswehr? Finde ich gut, wenn die Ausbildung dazu angemessen ist.",2017-08-31 08:21:52.947576,16,+1|retort,"[""Annzlodi""]",NULL,NULL
50,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Bea,"Im Ansatz sicherlich richtig und notwendig. Bleibt abzuwaren, wie und ob das allesumgesetzt werden kann und wird. Vieles davon wird nach den Wahlen eh wieder in der Versenkung verschwinden. Das ganze Theater halte ich für einen Teil des Wahlkampfes",2017-08-31 08:23:17.455991,NULL,+1|retort,"[""Snoopy"", ""Annzlodi""]",NULL,NULL
51,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),rhoven,Da kann ich nur zustimmen.,2017-08-31 08:23:29.074431,47,+1|retort,"[""Annzlodi""]",NULL,NULL
52,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),rhoven,"Mit der Forderung, Online-Waffenkäufe zu unterbinden, bin ich nicht einverstanden, da auch die Rechte ehrlicher und gesetzeskonformer Bürger (Jäger, Sportschützen) dadurch stark beschränkt werden. Es ist nicht einzusehen, warum dies aufgrund der Gefährdung weniger Verwirrter und Krimineller geschehen soll.",2017-08-31 08:28:34.664154,NULL,+1|retort,"[""Annzlodi""]",NULL,NULL
53,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),turtur,"Mir ist vor allem das ""Darknet"" unheimlich. Solange wir das nicht überwachen können, wird es online Waffenkäufe weiter geben.",2017-08-31 08:30:48.920531,NULL,+1|retort,"[""Annzlodi""]",NULL,NULL
54,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),BirgitK,Sehe ich auch so. Wer keine Papiere hat sollte auch nicht aufgenommen werden. Und die die Papiere haben müssen überprüft werden ob die Papiere echt sind. Die Bundeswehr kann mit Sicherheit beim überprüfen helfen,2017-08-31 08:44:05.963685,49,+1|retort,"[""Annzlodi""]",NULL,NULL
55,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),VanZanDen,"Ad 1) Funktioniert ja bestens, wenn man sich die ganzen Berichte über das Chaos bei den Asylverfahren liest. Hat ja auch bestens bei dem Bundeswehrsoldaten Franco A. funktioniert. M.E. braucht es hier viel mehr erfahrenes Personal, was jedoch bei der Flut der Anträge ein schwieriges Unterfangen sein wird. Erst dann kann überhaupt von einem ""Frühwarnsystem"" gesprochen werden. Ad 2) Oh ja, das klappt auch bestens. Von den 120 geschaffenen Stellen als Kommissaranwärter beim BKA wurden letztes Jahr nur 62 besetzt. Ad 3) Hier müssen sehr enge Grenzen der Entschlüsselung gesetzt werden, da man sonst in einer totalen Überwachung endet. Ad 4) Ich denke, dass die gut ausgebildete Polizei hier mehr leisten könnte als die Bundeswehr. Eigens eingerichtete Einheiten der Polizei zur Terrorabwehr sind m.E. sinnvoller. Ad 6) Warum erst jetzt und nicht schon vor 20 Jahren? Unfassbar, dass Europa in diesem Bereich immer noch so rückständig ist. Dieser Punkt sollte umgehend umgesetzt und nicht erst als Plan gesehen werden. Ad 7) Auch hier: Warum schon nicht viel früher? Ad 8) Auch hier gibt es einige Berichte, die zeigen, dass die Informationen ausländischer Geheimdienste nicht ernstgenommen wurden. Wer oder was ""befreundete"" Dienste sind, erschließt sich mir nicht. Ad 9) Ja, genau, warum selbst nachdenken, wenn man McKinsey bezahlen kann? Unfassbar, dass man nicht in der Lage ist, dies selbst zu bewältigen. Ich sehe diesen Plan als eine Aneinanderreihung von Forderungen und Aufzählen von Defiziten, die bereits in den letzten 20 Jahren hätten längst umgesetzt und behoben werden sollen. Und da dies nicht geschehen ist, ist es in meinen Augen überhaupt fraglich, ob es jetzt auf die Schnelle umgesetzt werden kann oder einfach weiterhin als ein ""Plan"" untergehen wird. Momentan tendiere ich eher zum Letzteren.",2017-08-31 09:34:45.516052,NULL,+1|retort,"[""Annzlodi""]",NULL,NULL
56,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),DaniK,"Mir ist der Plan auch nciht konkret genug. Zum Beispiel bereitet mir der Punkt zum Informationsdienst etwas Bauchschmerzen. Wer wir denn dann inwiefern und in welchem Umfang ""überwacht""? Was ich aber schlimm finde, ist dass es ein Reaktionsplan ist. Hier wird auf den Terror reagiert, statt zu agieren und z.B. Jugendliche, die (noch) nicht radikalisiert sind, abzufangen.",2017-08-31 10:00:53.690048,NULL,+1|retort,"[""Annzlodi""]",NULL,NULL
57,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Babsi,"Alles nur blabla, wie seit Jahren schon",2017-08-31 10:04:57.810524,NULL,+1|retort,"[""Annzlodi"", ""Bea1""]",NULL,NULL
58,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Drwotson,"Das sind erste Schritte für mehr Sicherheit aber gerade der aktuelle Fall beim BKA zeigt, das man mit der ""Datensammelwut"" vorsichtig sein muß. Es darf daraus kein Unschuldiger in Verdacht gebracht werden und vor allem darf es nicht zum Überwachungsstaat kommen. Und was ganz fehlt ist: Was ist mit linken und rechten Terror? Der wird nicht einmal erwähnt. Reichsbürger und Autonome sind auch sehr gefährlich, wie die jüngsten Fälle zeigen. Außerdem kommen die Maßnahmen für viele Terrorverdächtige, die danke gerade dieser Kanzlerin unkontrolliert in vermutlich ""großer Zahl"" einreisen konnten und von denen man noch nicht einmal die wahr Identität kennt wohl zu spät. Alles in Allem viele leere Hülsen und wenig Konkretes was die Umsetzung angeht. Sieht wohl ehr nach Wahlkampfgerede als nach Konzept aus.",2017-08-31 10:05:20.410856,NULL,+1|retort,"[""BirgitK"", ""Annzlodi""]",NULL,NULL
59,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Ketzerlehrling,"Blabla, nichts weiter. Das eigentliche Problem wird nicht angegangen, das sind die falschen Flüchtlinge.",2017-08-31 10:08:01.465439,NULL,+1|retort,"[""Annzlodi""]",NULL,NULL
60,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Tolgonai,"Wenn genügend, entsprechend ausgebildete, Polizei zur Verfügung steht, brauchen wir die Armee nicht imm Inneren",2017-08-31 10:36:07.321455,2,+1|retort,"[""Annzlodi""]",NULL,NULL
61,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),kaffeetante88,"Das sind alles Punkte die ich wichtig finde, aber ich glaube nicht im geringsten daran, dass überhaupt etwas davon von Frau Merkel umgesetzt werden kann oder wird",2017-08-31 12:56:19.40653,NULL,+1|retort,"[""Annzlodi""]",NULL,NULL
62,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),sweetme,"eigentlich ein guter Plan, ob er aber so durchführbar ist/wird, muss sich noch zeigen. Aber ein Anfang wäre es ja schonmal",2017-08-31 12:57:57.102423,NULL,+1|retort,"[""Annzlodi""]",NULL,NULL
63,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),AnjaSn,"Die Idee an sich finde ich gut.Allerdings sollten die einzelnen Punkte noch genauer ausgeführt werden,und der ganze Plan sollte noch um einige Punkte ergänzt werden.Ich befürchte aber,dass dieser Plan so gar nicht umgesetzt werden wird und das nur wieder Gerede ist um die Bevölkerung etwas zu beruhigen.Ich möchte nicht Worte hören,sondern Taten sehen.Versprechen kann man vieles.Was zählt ist aber die Umsetzung.",2017-08-31 13:05:09.711155,NULL,+1|retort,"[""BirgitK"", ""Annzlodi""]",NULL,NULL
64,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),BirgitK,So wird es leider kommen,2017-08-31 13:14:37.60921,50,+1|retort,"[""Annzlodi""]",NULL,NULL
65,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),BirgitK,Denke ich auch,2017-08-31 13:15:23.928059,62,+1|retort,"[""Annzlodi""]",NULL,NULL
66,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),BirgitK,Leider haben wir nicht genug Polizisten die wir dafür abstellen können.,2017-08-31 13:16:29.924483,60,+1|retort,"[""lisa5953"", ""Annzlodi"", ""garda""]",NULL,NULL
67,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Tolgonai,"Seit es die Ereignisse zeigen, daß der Personalabbau bei der Polizei als eine fatale Fehlentscheidung war, hätte man bereits mit neuem Stellnplan und Ausbildung beginnen können, den schlimmen Fehler zu korrigieren. Aber noch wird nur davon geredet und die Dienststellen wurden ebenfalls 'gesundgeschrumpft'. Bis hin zu den Büroaufteilungen muß da jetzt wieder aufgebaut werden, was Sparminister zerstört haben. Es wird sich noch bitter rächen, weil heute ja vom Openair über Fußball, Demo und Wahlveranstaltung alles mit Hundertschaften bewacht werden muß.",2017-08-31 13:37:16.143547,66,+1|retort,"[""Annzlodi"", ""garda""]",NULL,NULL
68,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),eltipsi,Wie soll das funktionieren? Man kann doch nicht einfach dort die Annahme mit Waffengewalt durchsetzen,2017-08-31 13:39:07.394755,16,+1|retort,"[""Annzlodi""]",NULL,NULL
69,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Tolgonai,"Wenn alle Länderbehörden und die Europäischen Länder mit den gleichen Systemen und gleichen Richtlinien arbeiten würden, liefe ohnehin nicht mehr so viel verkehrt und neben einander. Dann würde ein Frühwarnsystem von selbst entstehen. Immer neue Ministerien und Gremien tragen nichts dazu bei, den Kompetenzwirrwarr zu entzerren. Es ist nicht zu verstehen, warum Flüchtlinge, die negativ auffallen nicht unverzüglich abgeschoben werden können. Genauso unverständlich sind Abschiebungen von eindeutig bereits integrierten und fleißigen Flüchtlingen. Wer will denn Online-Waffenverkauf im Darknet verhindern? Dann könnte man ja auch Kinderschänderseiten leichter ausmerzen.",2017-08-31 13:48:58.756469,NULL,+1|retort,"[""Annzlodi"", ""garda""]",NULL,NULL
70,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),BirgitK,Ja und die Polizei wird noch öfters unnütze Arbeit machen müssen. Und die Planstellen bleiben weiter unbesetzt und der Personalmangel wird noch schlimmer,2017-08-31 14:35:35.503094,67,+1|retort,"[""Annzlodi""]",NULL,NULL
71,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),BirgitK,"Es wird nicht durchzusetzen sein. Aber es muss doch eine Möglichkeit geben, die Menschen die hier kein Bleiberecht haben wieder zurückzuschicken",2017-08-31 14:38:02.062062,68,+1|retort,"[""Annzlodi""]",NULL,NULL
72,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),mia,eine umfassende Reaktion um gegen den Terror Europaweit vorzugehen,2017-08-31 14:43:01.01901,NULL,+1|retort,"[""Annzlodi""]",NULL,NULL
73,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Snoopy,Korrekt. Hauptsächlich um abtrünnige Wähler von der AFD/Themen zurückzuholen.,2017-08-31 14:56:22.624142,50,NULL,NULL,-1|retort,"[""Annzlodi""]"
74,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),eltipsi,"Das Zurückschicken ist nicht das Problem, sondern das das betroffene Land muss die Abgeschobenen nicht aufnehmen. Einfach aussetzen geht auf den stark bewachten Flugplätzen nicht, denn die können dann den Rückstart unserer Flugzeuge verhindern.",2017-08-31 15:02:09.956525,71,+1|retort,"[""Annzlodi""]",NULL,NULL
75,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),BoyTrader,"Finde ich gut so. Ich habe keine Angst vor dem Terror. Ich kann die Angst gut verstehen, nur ist die einzige Lösung das genaue Gegenteil, was ängstliche Menschen fordern.",2017-08-31 15:36:11.955221,NULL,+1|retort,"[""Annzlodi""]",NULL,NULL
76,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),BirgitK,Natürlich kann man sie nicht einfach aus dem Flugzeug schicken und sich selbst überlassen. Aber es sollte ein Abkommen geben das die Herkunftsländer zurücknehmen müssen. Das ist auch ein Grund warum die Abschiebung nicht wirklich funktioniert,2017-08-31 15:50:07.936974,74,+1|retort,"[""Annzlodi""]",NULL,NULL
77,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),diefcbande,"Ein erstes kleines Zeichen in die richtige Richtung, aber halt nur ein Zeichen! Wie kann es sein das z.b. in einer Großstadt wie Köln Abgeordnete nachfragen müssen ob es stimmt das Polizei abgebaut wird, vom Ausschuss keine klare Antwort kommt und irgendwann der NRW-Innenminister sagt "" Nein "", aber er nicht wisse wie lange es so bleibt ? Man sollte es sich überlegen, ob Polizei nicht doch mal Bundesangelegenheit wird, anstatt 16 verschiedene Suppen zu kochen und später dann den schwarzen Peter wie beim Anschlag in Berlin hin und her zu schieben!!! Also liebe Frau Merkel oder wer es denn bald sein wird, überlegt euch mal wie man Einigkeit hin bekommt bevor man direkt 9 Pläne verwirklichen möchte.",2017-08-31 15:59:25.697903,NULL,+1|retort,"[""scratchy"", ""Annzlodi""]",NULL,NULL
78,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Vaenez,"Die Politiker sollten sich die Bürger anhören und nicht nur kurz vor den Wahlen sondern immer. Die Bürger sind die, die etwas wahres zu beitragen können.",2017-08-31 16:15:43.520631,NULL,+1|retort,"[""scratchy"", ""Annzlodi""]",NULL,NULL
79,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),scratchy,"Ich habe Angst, dass jetzt alles im Internet überwacht wird und wir wieder der totale Überwachungsstaat werden. Ich habe auch Angst, wenn die Bundeswehr im Inland kämpfen darf denn um die Ecke bei mir ist eine Kaserne mit Soldaten aus den USA und die trainieren die letzte Zeit schon die ganze Zeit und fliegen ganz tief mit dem Hubschrauber über die Häuser.",2017-08-31 17:00:47.102997,NULL,NULL,NULL,NULL,NULL
80,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),den27,so sehe ich das auch:+1:,2017-08-31 18:18:38.860926,16,NULL,NULL,NULL,NULL
81,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Sonnenschein,"Der 9 Punkte Plan ist sehr interessant, es ist jedoch fraglich ob sich der Plan ""in Kürze"" umsetzen lässt. Die Europäische Union muss und soll hier auf einer Ebene miteinander und vor allem offen und vertrauensvoll zusammen arbeiten. Eigentlich müsste so ein Plan bereits nach dem Anschlag in New York 9/11 ins Leben gerufen worden sein. Ich glaube man hat hier wertvolle Zeit verstreichen lassen und die weltweite Gefahr, auch in Deutschland nicht erkannt oder nicht wahr haben wollen!",2017-08-31 18:56:32.907098,NULL,NULL,NULL,NULL,NULL
82,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Petra,"Ich finde dass gut was Birdie geschrieben hat. Egal ob nun Frau Merkel Bundeskanzlerin oder jemand anders, man muss konkret einmal die ganze Situation analysieren und dann einen Plan machen. Ohne Plan gehts wahrscheinlich gar nicht, Denn ohne Plan waere alles, im Fall eines grossen Terroranschlages, nur ein grosses Durcheinander. Ausserdem ist das richtig, dass Seehofer, oder Wagenknecht viel Geschwaetz machen aber sie sollen erst einmal selbst mit irgendeiner Loesung kommen. Die haben sie naemlich auch nicht. Und wer kann schon in das Gehirn eines Terroristen hineinschauen wie die ticken, wann und warum die einen Anschlag planen. Ich finde, wer im Vorfeld schon verdaechtig auffaellt oder aufgefallen ist, sollte ausgewiesen werden egal ob Krieggebiet oder nicht. Diese Menschen haben ihre Chance verdorben in einen Land des Friedens leben zu duerfen. Bei diesen 9 Punkte Plan wuerde ich viel schaerfer beim Ausweisungsgesetz vorgehen und mehr filtern.",2017-08-31 21:27:51.395403,6,NULL,NULL,NULL,NULL
83,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Brandenburg03,"Ging nicht weil zu dem Zeitpunkt noch nicht Merkel dran war sondern Kohl.Und der war zu dem Zeitpunkt mehr damit beschäftigt die ""DDR"" zu verramschen als sich um so was zu kümmern.Und Schröder danach hat auch nur die Politik der CDU/CSU übernommen um überhaupt gewählt zu werden.Bestes Beispiel in Berlin.Wir hatten in den 90. Jahren hier in berlin die Polizei Reserve.Die wurde eingesetzt um wichtige Sachen zu bewachen,also die Polizei zu entlasten,damit Sie zu wichtigen Dingen fahren konnten.Wurde vom Bürgermeister Diepken plattgemacht.Hat ja Geld gekostet.Heute stehen Polizisten die man warscheinlich woanders braucht vor Konsolaten und Synagogen.Was ist nun teuerer?",2017-08-31 21:28:16.619511,55,+1|retort,"[""den27""]",NULL,NULL
84,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),lisa5953,Das sehe ich genauso.,2017-09-01 05:19:04.389587,12,NULL,NULL,NULL,NULL
85,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),HenryDusch,Gut das ist,2017-09-01 07:37:54.710191,NULL,NULL,NULL,NULL,NULL
86,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),meinemeinung,Nach meinem jetzigen Kenntnisstand damit einverstanden,2017-09-01 09:57:04.744571,NULL,NULL,NULL,NULL,NULL
87,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),goertz,konkretisierungen sind natürlich nötig. der teufel steckt im detail. also abwarten. aber ursachenbekämfung gehört schon noch in den katalog.,2017-09-01 10:00:50.89997,NULL,NULL,NULL,NULL,NULL
88,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Testhexe,"Ich finde diesen Plan sehr gut. Allerdings sollte die Durchführung zum Schutz jeden Bürgers längst zum Standard gehören. Zumindest die Punkte, die auch ohne langwierige Abstimmungen oder Genehmigungen etc. abgewickelt werden können. Es stellt sich mir die Frage, ob da der Wahlkampf nicht im Vordergrund steht?",2017-09-01 10:22:18.887539,NULL,NULL,NULL,NULL,NULL
89,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Rigobert,Der Datenfluss innerhalb Europas muss wirklich verbessert werden - das hat ja auch der Anschlag in Barcelona gezeigt: Belgien hätte da schon aufmerksam werden müssen,2017-09-01 10:27:39.840352,NULL,NULL,NULL,NULL,NULL
90,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Rigobert,"bisher ja, aber sollte an es ändern?",2017-09-01 10:28:21.345409,2,NULL,NULL,NULL,NULL
91,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),anonym14,"Aber eine gewisse Transparenz ist halt notwendig.. Sonst kann nunmal nichts überprüft werden. Also ich muss nichts befürchten, dann ist das schon okay.. Ich glaube kaum, dass ein Mitarbeiter der Regierung Interesse daran hat, mich länger zu überprüfen ;O))",2017-09-01 10:31:32.552202,79,NULL,NULL,NULL,NULL
92,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Fabienne3,"Bundeswehr im Inneren einsetzen ist nur dann sinnvoll, wenn diese den richtigen Befehlen folgt. Soll es gegen das eigene Volk eingesetzt werden oder gegen was oder wen? Bei Terroranschlägen mit der Bundeswehr zu agieren halte ich für sinnlos, da das Kind dann schon in den Brunnen gefallen ist. Mehr Polizei wäre schön, ist aber nicht auf die Schnelle umsetzbar. Woher sollen die Leute mit guter Ausbildung denn kommen? In der Zwischenzeit gehen anderen in Rente und das Spielchen geht weiter. Forschung und Prävention bei Radikalisierung. Was soll denn da erforscht werden, warum die Leute sich einer Ideologie anschließen, die ihnen Macht bringt und geduldet wird? Netter Versuch. Ich kenne gläubige Muslime, die sich ordentlich und trotzdem ihrem Glauben konform verhalten, die lachen sich kaputt. Diese Menschen denken anders, da sie anders erzogen werden. Mehr Datenfluss, besonders sinnvoll, wenn keine vorhanden sind, da die Grenzen ungehindert von A nach B durchquert werden können und Kriminelle genug Möglichkeiten haben unterzutauchen oder sich andere Identitäten zu besorgen. Das gleiche gilt für Kooperation mit Geheimdiensten. Online Waffenhandel kann nie gut sein und muss bekämpft werden aber die Leute, welche eine Waffe wollen, bekommen diese auf jeden Fall oder schleppen sie aus anderen Ländern zu den Anschlagsorten. Über die Abschiebungen äußere ich mich nicht. Man muss sich nur die Zahlen anschauen, wie viele auf Duldung in Deutschland leben, das reicht.",2017-09-01 10:52:33.934883,NULL,NULL,NULL,NULL,NULL
93,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Bozzgen,"Ich finde es seltsam, dass die ganzen Pläne immer kurz vor den Wahlen erscheinen. Wieso gab es keinen Plan, als die Flüchtlingswelle auf uns zu rollte ? Die Politiker reagieren immer nur wenn es um die Wahlen geht. Ansonsten sind wir und unser Leben den Politikern nicht von großer Bedeutung und das ist echt traurig.",2017-09-01 11:05:25.270564,NULL,+1|retort,"[""den27"", ""garda""]",NULL,NULL
