post_number,topic,user,raw,created_at,reply_to_post_number,key,value
31,Was denken Sie: Wie lässt sich Terror stoppen? (69),BlackJack,"logischerweise schafft man das am ehesten indem man die Ursachen bekämpft. der Plan geht da eher weit vorbei und beschäftigt sich vor allem mit den Auswirkungen, wenns praktisch schon zu spät ist. ausserdem scheint man sich da mal wieder sehr einseitig zu konzentrieren, da in dem Plan eher wenig von rechtem Terror zu lesen ist. nur weil Islamismus gerade moderner ist, heisst das noch lange nicht, dass von rechts keine Gefahr mehr droht.",2017-09-01 00:36:38.465123,NULL,NULL,NULL
32,Was denken Sie: Wie lässt sich Terror stoppen? (69),Volkerr,"Was veranlasst Menschen, sich selbst und damit andere zu töten? Das kann nur extremer Hass sein, denke ich. Wie entsteht der aber? Bei mir würde er entstehen, wenn man mir meine liebsten Menschen nimmt, durch Krieg, Bomben und Ähnlichem oder durch Folter und krasse Ungerechtigkeit bei den grundlegenden Bedürfnissen.",2017-09-01 07:58:54.555599,2,NULL,NULL
33,Was denken Sie: Wie lässt sich Terror stoppen? (69),Janne,"Wir werden es allein sicher nicht schaffen. Zunächst müssen erst einmal die Krisenherde dieser Welt gebannt werden. Dazu zählen Investitionen, aber auch Bildung in den entsprechenden Ländern. Hier sind vor allem die Industrienationen gefordert.",2017-09-01 09:53:45.35029,NULL,+1|retort,"[""Ampelmann""]"
34,Was denken Sie: Wie lässt sich Terror stoppen? (69),haralderasimy,"Ganz ,ausschliessen,laesst sich der Terror wahrscheinlich nicht, aber politiker ,buerger und vorallem die Wirtschaft-sich ueberlegen,,mit welchen Laendern und Unternehmen sie zusammenarbeiten-- dann koennte es vielleicht klappen- Es sind ja vor allem unsere Ruestungunternehmen-die sich seit Jahren ,eine goldene Nase.verdienen- dennen ist es doch egal woher das geld kommt-- was in den Llaendern damit passiert intressiert niemand- Aber auch als Buerger,wer jetzt noch ,Urlaubsreisen in die Türkei-oder andere Laender antritt--begibt sich in gefahrt,und foerdert-diese Organisationen-",2017-09-01 10:26:20.005978,NULL,NULL,NULL
35,Was denken Sie: Wie lässt sich Terror stoppen? (69),anonym11,**Was ich hier höre macht mich sprachlos den keiner kapiert dass es hier nur um eine Sache geht leben oder Tot den für Terroristen gibt es nichts anderes** und wir haben eigentlich zu viel durchgemacht grade wir deutschen müssten Wiesen was Terror ist und wie man unter im leidet und das er sich nicht von selber auflöst denn wenn man untätig dabei zuschaut wird er immer stärker bekämpft man in dann verliert er und wir verschwinden genauso wie jeder getötete Terrorist. allerdings kann man so etwas nicht um sonst haben den es hat seinen Preis in Freiheit zu leben das kostet Geld und Menschenleben und für eine kleine weile manchmal auch einige Freiheit die man leider für den Kampf abtreten muss um sie nach dem Sieg wiederzuerhalten und dann kann man sie natürlich noch mehr Genießen.,2017-09-01 10:26:51.862836,NULL,+1|retort,"[""Realitaet"", ""Ampelmann"", ""anonym11""]"
36,Was denken Sie: Wie lässt sich Terror stoppen? (69),M1991,An der Wurzel anpacken.,2017-09-01 11:05:26.668767,NULL,NULL,NULL
37,Was denken Sie: Wie lässt sich Terror stoppen? (69),schwanenfamilie23,Wahrscheinlich überhaupt nicht. Dadurch dass die Kontrollen weggefallen sind wird es schwierig werden Gefährder gleich zu erkennen!,2017-09-01 11:37:39.386242,NULL,+1|retort,"[""Realitaet""]"
38,Was denken Sie: Wie lässt sich Terror stoppen? (69),Pabi,Wahrscheinlich leider nicht viel. Es gab schon immer Terror und so wird es wohl auch weiterhin bleiben.,2017-09-01 12:43:36.516033,NULL,NULL,NULL
39,Was denken Sie: Wie lässt sich Terror stoppen? (69),Tim,"Terror müssen wir an der Wurzel bekämpfen. Konfliktlösungen suchen, vermitteln. Weiterhin. Keine Waffen senden, keine Unterstützung geben.",2017-09-01 12:56:27.506893,NULL,NULL,NULL
40,Was denken Sie: Wie lässt sich Terror stoppen? (69),Konstanze,"Einige Teilnehmer sind der Meinung, das man Terror stoppen kann .Ich kann es mir nicht vorstellen .Es wird leider immer Menschen geben, die durchdrehen oder die sich manipulieren lassen. Für mich vollkommen unverständlich. Aber die Tatsachen beweisen es. Ich bin zum Glück noch nicht direkt damit konfrontiert worden, aber durch die Medien ist man ja immer fast dabei. Es ist erschreckend, was da so passiert. Der Terror muss bekämpft werden!",2017-09-01 14:08:13.888791,NULL,NULL,NULL
41,Was denken Sie: Wie lässt sich Terror stoppen? (69),annana,"Ich kann mir nicht vorstellen, dass sich der Terror jemals stoppen lässt. An vielen Taten zB in London kann man sehen, dass es nicht zwangsläufig Flüchtlinge sind, die Terroranschläge ausüben. Viele Menschen, die in unserer westlichen Welt aufgewachsen sind, radikalisieren sich. Um dem entgegenzuwirken, müsste man die Bevölkerung viel mehr überwachen, was meiner Meinung nach aber auch nicht der richtige Weg sein kann.",2017-09-01 15:43:06.906504,NULL,NULL,NULL
42,Was denken Sie: Wie lässt sich Terror stoppen? (69),Eve,"Menschen, die hier aufgrund von Merkels Einladung eingereist sind, sollten abgeschoben werden, wenn sie nicht bereit sind, sich zu integrieren oder straffällig werden. Diese Abschiebung muss auch tatsächlich erfolgen und nicht immer wieder aus den verschiedensten Gründen hinausgeschoben werden.",2017-09-01 16:42:34.178721,NULL,+1|retort,"[""Realitaet"", ""Ampelmann""]"
43,Was denken Sie: Wie lässt sich Terror stoppen? (69),Heiko,"Terror , vor allem der islamistisch motivierte lässt sich nur durch schärfere Grenzkontrollen dauerhaft in den Griff bekommen . Außerdem sollte Deutschland keinerlei Rüstung und Waffen mehr in Krisengebiete exportieren . Mit dem Aussetzen von Schengen hat unsere Bundeskanzlerin nicht nur gegen geltendes Recht verstoßen , sie hat dem Terror Tür und Tor geöffnet . Bei aller Humanität , kein Mensch lässt seine Wohnung offen stehen !",2017-09-01 17:20:23.558377,NULL,+1|retort,"[""Realitaet""]"
44,Was denken Sie: Wie lässt sich Terror stoppen? (69),Murmel21,"Schwierig den Terror ganz zu stoppen, die ganzen Einzeltäter kann kein Mensch überwachen oder abhalten. Es werden ja nicht mehr die ganz großen Aktionen durchgeführt sondern mit Alltagsgegenständen wie Autos.",2017-09-01 19:16:21.048454,NULL,+1|retort,"[""Konstanze""]"
45,Was denken Sie: Wie lässt sich Terror stoppen? (69),LOTGER,"Den Terror können wir nur Einhalt gebieten, in dem an den Grenzen radikal kontrolliert wird. Und Jeder - wirklich Jeder - der ohne Ausweisspapiere ankommt zurück weisen. Es hat sich doch fix rumgesprochen, ohne Ausweise erfolgt keine Ausweisung. 90% aller Emigranten besitzen doch keine Papiere mehr beim Übertritt der Deutschen Außengrenze. Damit würde sich die Abschiebepraxis total vereinfachen und Personal freisetzen.",2017-09-01 19:57:32.943207,NULL,+1|retort,"[""Realitaet""]"
46,Was denken Sie: Wie lässt sich Terror stoppen? (69),Franconia,niemand ist Weltpolizei aber einige Länder benehmen sich so ich denke es nicht unsee Aufgabe in der Welt mit Gewalt einzuwirken und leider ist es wohl -viel- zu spät,2017-09-01 21:27:04.081092,NULL,NULL,NULL
47,Was denken Sie: Wie lässt sich Terror stoppen? (69),Nin,"Um ihn zu reduzieren auf jeden Fall gut auf die jungen Menschen ""aufpassen"" - gut ausbilden, Perspektiven schaffen etc. Und die Flüchtlinge / Ausländer gut integrieren. Damit niemand offen für das Brainwashing der Terrorgruppen ist.",2017-09-01 23:04:57.559544,NULL,NULL,NULL
48,Was denken Sie: Wie lässt sich Terror stoppen? (69),thomasf,"Pushback Aktion, also Boote zurueckschieben ins Herkunftsland. Islamische Laender zwingen ihren eigenen Leuten zu helfen. Der islam gehoert nicht zu Deutshcland und oder Europa und bring mehr Probleme als schon vorhanden.",2017-09-02 08:37:55.921675,NULL,+1|retort,"[""Ampelmann""]"
49,Was denken Sie: Wie lässt sich Terror stoppen? (69),Celina,Wir können ein gemeinsames und friedliches zusammenleben schaffen. Aber dafür müssen wir die Vorurteile und den Rassismus loswerden.,2017-09-02 08:39:32.930854,2,+1|retort,"[""thr79""]"
50,Was denken Sie: Wie lässt sich Terror stoppen? (69),hbss,Aufhören mit Einsperren sondern Probleme klären Warum Gewalt Islam und anderen Kulturen. Warum haben Leute Lust beim G20 Autos anzuzünden. Warum wird in jeder 2. Ehe geschlagen und 1000 Kinder werden jedes Jahr von Eltern umgebracht? Winnenden Erfurt egal wir ignorieren Gewalttaeter auch wenn sie vorher posten: Frage an Wissenschaftler Warum werden Warnung von Taetern ignoriert und dann bringen die auch angekuendigt Leute um?,2017-09-02 09:04:39.447493,NULL,NULL,NULL
51,Was denken Sie: Wie lässt sich Terror stoppen? (69),Konstanze,"Ich kann mir nicht vorstellen, wie man das in den Griff kriegen soll. Verschärfte Kontrollen, wenn nötig Gesichtskontrolle, es wird soviel darüber berichtet. Aber 100% ig glaube ich nicht daran. Man kann nur an die Vernunft appelieren und auch das ist fast unmöglich, wenn ich an die vergangenen Tage denke.Es ist soviel passiert und nach dem WARUM braucht man ja nicht zu fragen. Soviel Leid der Betroffenen und den Familien, es ist unfassbar. Wie lässt sich diese Gewalt stoppen? Hier hilft nur radikale Kontrolle!",2017-09-02 10:35:09.826145,NULL,+1|retort,"[""thomasf""]"
52,Was denken Sie: Wie lässt sich Terror stoppen? (69),Realitaet,Das sehe ich auch so. Wir wissen nicht Wer und vor viele Asylanten in unser Land gekommen sind. Die Kontrolle über einreisende verloren,2017-09-02 18:24:28.674261,42,NULL,NULL
53,Was denken Sie: Wie lässt sich Terror stoppen? (69),Lolo,"Ich denke: Nein, der Terror lässt sich nicht stoppen. Bei der Einreise sind Menschen, die aufrichtig Hilfe suchen und Menschen, die Terror verbreiten wollen, nicht zu unterscheiden. Die pauschale Abschiebung von Straftätern, Kleinkriminellen etc. halte ich für keine Lösung, da Menschen durch eine Straftat nicht ihr Recht auf Leben verlieren - eine Abschiebung von verfolgten Menschen nach Syrien etc. bedeutet allerdings eine Reise in den sicheren Tod. Auch hier in Deutschland lässt sich der Terror schwer eindämmen. Jeder Mensch kann theoretisch ein Auto nehmen und damit in eine Menschenmenge rasen. Es ist erschreckend, aber die Wahrheit...",2017-09-03 15:35:49.866799,NULL,NULL,NULL
54,Was denken Sie: Wie lässt sich Terror stoppen? (69),LiliRush,Man sollte sich nicht überall einmischen denn dadurch gerät man nur in den Focus der Terroristen. Außerdem sollte man härter durchgreifen und wer sich was zu Schulde kommen lässt sollte abgeschoben werden und zwar schnellstens!! Schade ist halt nur das durch den Terror auch mal Menschen anderer Kulturen die nichts getan haben ins Visier des Terrors geraten!,2017-09-03 18:08:14.566187,NULL,NULL,NULL
55,Was denken Sie: Wie lässt sich Terror stoppen? (69),Eve,"Ich würde mit den Abschiebungen sogar noch weitergehen und auch die sogenannten ""Gefährder"" abschieben, bevor sie bei uns eine eine Untat vollzogen haben wie am Weihnachtsmarkt in Berlin. Bei den ""Gefährden"" ist mir die Rücksichtnahme zu groß.",2017-09-03 18:50:14.970196,NULL,+1|retort,"[""Konstanze""]"
56,Was denken Sie: Wie lässt sich Terror stoppen? (69),kikisworld,"Der Terror lässt sich nicht wirklich stoppen.Die Vergangenheit hat gezeigt das es nicht wirklich klappt.Diktatoren geben sich die Klinke in die Hand.Und wenn sie dann doch mal gestürtzt werden dann nehmen radikale Kräfte den Platz ein. Bestes Beispiel damals Saddam Hussein.Hätte man den damals an der Macht gelassen wäre der IS vielleicht gar nicht so hoch gekommen. Unter Saddam ging es den Menschen bestimmt nicht schlechter als jetzt. Kriege haben jedenfalls selten zu Frieden geführt.Es sind doch im Prinzip immer die selben Gegenden in denen Krieg herscht.Vielleicht sollte man aufhören sich überall kriegerisch zu beteiligen,was vorallem auf die USA und Russland zutrifft. Manchmal hat man das Gefühl die bekämpfen sich gegenseitig und die Länder in dem sie das tun müssen leiden.",2017-09-04 01:55:59.153163,NULL,NULL,NULL
57,Was denken Sie: Wie lässt sich Terror stoppen? (69),thr79,und wo genau ist die Wurzel??,2017-09-04 12:52:31.028259,36,NULL,NULL
58,Was denken Sie: Wie lässt sich Terror stoppen? (69),thr79,dann gäb es aber kein Öl mehr.... Desweiteren gab es in Deutschland auch Terroristen.... rechte wie linke!,2017-09-04 12:53:11.436746,56,NULL,NULL
59,Was denken Sie: Wie lässt sich Terror stoppen? (69),kikisworld,Dann käme das Öl woanders her. Natürlich gab es auch Terror der von Deutschland ausging aber das ist kaum mit dem zu vergleichen was heute passiert. Kleine Terrorgruppen sind vielleicht noch zu bekämpfen aber z.b. der IS wohl kaum.Auch Alkaida und wie sie alle heissen.Die gibt es schon so lange und wird es auch immer geben.,2017-09-04 20:12:21.312195,58,NULL,NULL
60,Was denken Sie: Wie lässt sich Terror stoppen? (69),thr79,"Kann man sehen wie man will..... eine deutsche Partei ist stellenweise ja schon ganz nah am Terror dran... es kann sich auch in Europa ein terrornetzwerk entwickeln...... ich finde aber nach wie vor, dass sowas kaum kontrollierbar sein wird..... die kommen immer mit was neuen..... niedertracht ist unberechenbar.",2017-09-04 20:36:52.49535,59,NULL,NULL
61,Was denken Sie: Wie lässt sich Terror stoppen? (69),kikisworld,"Ein Terrornetzwerk kann sich überall bilden aber ich bezweifel das das solche Radikale und unmenschliche Agressive Ausmaße annimmt wie es z.b. beim IS der Fall ist.Was aber nicht heisst das es weniger schlimm ist. Das die immer mit was neuem auftauchen ist leider so. Da fällt mir immer Hydra zu ein.Schlägt man einen Kopf ab wachsen zwei neue nach.Ein Kampf den man nicht gewinnen kann.Wie sie schon gesagt haben.Kaum kontrollierbar und unberechenbar. P.s,Welche Partei ist stellenweise schon ganz nah dran am Terror?",2017-09-05 02:24:01.763502,60,NULL,NULL
62,Was denken Sie: Wie lässt sich Terror stoppen? (69),thr79,Empfehlenswerter Beitrag von FAZ.NET: Mutmaßlicher Komplize von Franco A. Mitglied der AfD http://www.faz.net/aktuell/politik/inland/mutmasslicher-komplize-von-franco-a-wohl-bei-afd-15180015.html?GEPC=s53,2017-09-05 05:43:45.423427,61,NULL,NULL
63,Was denken Sie: Wie lässt sich Terror stoppen? (69),schalkerin13,Ich denke: Das sich der Terror nicht stoppen lässt.,2017-09-05 06:06:04.688051,NULL,NULL,NULL
64,Was denken Sie: Wie lässt sich Terror stoppen? (69),Konstanze,"Das sehe ich genauso. Ich würde auch alle Gefährder zurückschicken, sie sind eine zu große Gefahr für uns alle. Aber ich denke trotzdem, das das nicht einfach ist. Aber auf wen sollte man da Rücksicht nehmen? Wer einmal in diesen Focus geraten ist, müßte unser Land verlassen, unverzüglich.",2017-09-05 09:16:51.312455,55,NULL,NULL
65,Was denken Sie: Wie lässt sich Terror stoppen? (69),Betty,"Terror wird es immer geben, aber nicht in diesem Maße. Gefärder gehören besser überwacht, Grenzen besser kontrolliert, und die Einreisungen eingeschränkt. Aber auch dann wird es leider immer Terror geben, weil es einfach kranke Menschen auf dieser Welt gibt.",2017-09-05 10:06:28.900098,NULL,NULL,NULL
66,Was denken Sie: Wie lässt sich Terror stoppen? (69),karina64,wir haben ausweispflicht in deutschland (wird auch mit bußgeld geahndet)aber wir haben die kontrolle verloren über einreisende nach deutschland mit vielen identitäten:WIR MÜSSEN DIE GEFAHR ERKENNEN UND KÖNNEN DANN BEKÄMPFEN.,2017-09-06 10:32:14.187066,NULL,NULL,NULL
67,Was denken Sie: Wie lässt sich Terror stoppen? (69),hbss,Dazu müssten aber mal die Politiker Vorbild sein. Denn Herr G hat nur Ärger bei seinen Auslandsreisen erzeugt und Niederlagen erlitten nicht nur im Nahen Osten. Warum muss man als Elefant im Porzellanladen arbeite und warum haben die Deutschen kein Interesse die Krise in Korea z u lösen?,2017-09-06 10:38:38.563387,49,NULL,NULL
68,Was denken Sie: Wie lässt sich Terror stoppen? (69),Konstanze,"Gefährdet zu überwachen dürfte schwierig sein.Ich bin der Meinung, daß alle Verdächtigen sofort unser Land verlassen müssten.Aber das ist vielleicht nicht immer möglich.Aber die Gefahr bleibt immer bestehen,wir wissen nie genau,wie Gefährder ticken und wann und wie sie aktiv werden.",2017-09-06 13:18:52.458082,65,NULL,NULL
69,Was denken Sie: Wie lässt sich Terror stoppen? (69),hbss,"Benno Ohnesorg und Polizeitstaat wer mag das? Was ist die Lösung für Te.(ich werde alle Reizworte abkürzen aus Sicherheitsgründen aber es ist alles leicht verständlich) Die Lösung gegen Gewalt jeder Art ist kreativ. Und hier praktisché Lösung. Wenn ich Politiker oder gar Bundeskanzler wäre oder Aussenministerin, dann würde ich No. Ko. Firmen anwerben, dass sie in Den Haag oder ähnlichem inter. Gerichtshof die USA verklagen. Mecken kann jedern. Also praktische Lösung: Fimen in No. Ko. verklagen USA oder US Fimen vor dem Gerichtshof der zustädnig ist. Damit werden zwei Parteien an einen Tisch gezwungen. Gepuffert dadurch dass erstmal nur Anwälte reden werden. Nun haben wir eine Diskussionsebene auf der die Vorwürfe aus Ostasien auf den Tisch kommen und dort sind Industrie und Staat eng verwoben. Damit wird erstmal mit Anwälten geredet und Zahlen werden auf den Tisch kommen. Klar ist Den Haag ist nicht zuständig nur ein Staat könnte da klagen, aber es gibt auch für int. Handelskonflikte int. Gerichtshöfe. Ich will das noch verdeutlichen mit einer Anekdote aus der Unizeit Seminar Schweiz Lateinkurs polit Rede. Wir sollten ein Theaterstück entwickeln, Budda erscheint Caesar im Traum und in Latein diskutieren sie das römische Rechtssystem. Wir analisierten wie ein Staat Budda oder Staat Ostasien nach Tao oder Laotse oder Hinduismus und welches System Frieden und Wohlstand den Menschen bringt. Denn auch das alte Rom hat Probleme bekommen spätestens mit den Vandalen. Sowas wieder mal ein Flüchtlingsproblem und das vor fast 2000 Jahren und es hat Europa umgefegt. Und das als Warnung an alle deutschen Politiker. Wir in Deutschland leben im Römischen Recht seit 500 vor Christus unverändert mit Volkstribun und Gewaltenteilung. ABER Asien und vor allem Ostasien hat von alters her wie die Indianer (Mexiko heisst es heute) ein vollkommen anderes Rechtssystem, eine andere Kultur, und ihnen wurde faktisch auch das westl. (Rechts-) System aufgezwungen und wir wollen ja Konflikte entspannen nicht aufheizen. Und beschliessen wollen wir das Asienproblem West Ost statt Druck wie Waffen kreativ verhandeln mit einem Gedankenspiel:...und die Philippinen waren im Jahr 1400 einer der reichsten Länder der Welt, ab dem 16. Jahrhundert immer wieder kolonisiert vor allem vom Westen und Tondo ist einer der ärmsten Zonen der Welt im jahr 2017 des Herrn. Warum schadet Demut?",2017-09-08 12:00:59.467243,NULL,NULL,NU
